Дата;Регион;Значение;REGION
2020-07-11;Чувашская Республика;71.0;Чувашия
2020-07-12;Мордовия;66.0;Мордовия
2020-07-12;Нижегородская область;60.0;Нижегородская обл.
2020-07-12;Пензенская область;74.0;Пензенская обл.
2020-07-12;Республика Марий Эл;64.0;Марий Эл
2020-07-12;Республика Татарстан;58.0;Татарстан
2020-07-12;Самарская область;66.0;Самарская обл.
2020-07-12;Саратовская область;65.0;Саратовская обл.
2020-07-12;Ульяновская область;66.0;Ульяновская обл.
2020-07-12;Чувашская Республика;65.0;Чувашия
2020-07-13;Мордовия;78.0;Мордовия
2020-07-13;Нижегородская область;71.0;Нижегородская обл.
2020-07-13;Пензенская область;86.0;Пензенская обл.
2020-07-13;Республика Марий Эл;82.0;Марий Эл
2020-07-13;Республика Татарстан;77.0;Татарстан
2020-07-13;Самарская область;79.0;Самарская обл.
2020-07-13;Саратовская область;81.0;Саратовская обл.
2020-07-13;Ульяновская область;77.0;Ульяновская обл.
2020-07-13;Чувашская Республика;81.0;Чувашия
2020-07-14;Мордовия;77.0;Мордовия
2020-07-14;Нижегородская область;74.0;Нижегородская обл.
2020-07-14;Пензенская область;84.0;Пензенская обл.
2020-07-14;Республика Марий Эл;82.0;Марий Эл
2020-07-14;Республика Татарстан;80.0;Татарстан
2020-07-14;Самарская область;90.0;Самарская обл.
2020-07-14;Саратовская область;77.0;Саратовская обл.
2020-07-14;Ульяновская область;81.0;Ульяновская обл.
2020-07-14;Чувашская Республика;88.0;Чувашия
2020-07-15;Мордовия;86.0;Мордовия
2020-07-15;Нижегородская область;74.0;Нижегородская обл.
2020-07-15;Пензенская область;89.0;Пензенская обл.
2020-07-15;Республика Марий Эл;84.0;Марий Эл
2020-07-15;Республика Татарстан;84.0;Татарстан
2020-07-15;Самарская область;93.0;Самарская обл.
2020-07-15;Саратовская область;82.0;Саратовская обл.
2020-07-15;Ульяновская область;84.0;Ульяновская обл.
2020-07-15;Чувашская Республика;88.0;Чувашия
2020-07-16;Мордовия;85.0;Мордовия
2020-07-16;Нижегородская область;74.0;Нижегородская обл.
2020-07-16;Пензенская область;89.0;Пензенская обл.
2020-07-16;Республика Марий Эл;84.0;Марий Эл
2020-07-16;Республика Татарстан;82.0;Татарстан
2020-07-16;Самарская область;92.0;Самарская обл.
2020-07-16;Саратовская область;88.0;Саратовская обл.
2020-07-16;Ульяновская область;83.0;Ульяновская обл.
2020-07-16;Чувашская Республика;86.0;Чувашия
2020-07-17;Мордовия;90.0;Мордовия
2020-07-17;Нижегородская область;81.0;Нижегородская обл.
2020-07-17;Пензенская область;91.0;Пензенская обл.
2020-07-17;Республика Марий Эл;85.0;Марий Эл
2020-07-17;Республика Татарстан;86.0;Татарстан
2020-07-17;Самарская область;93.0;Самарская обл.
2020-07-17;Саратовская область;89.0;Саратовская обл.
2020-07-17;Ульяновская область;86.0;Ульяновская обл.
2020-07-17;Чувашская Республика;85.0;Чувашия
2020-07-18;Мордовия;71.0;Мордовия
2020-07-18;Нижегородская область;65.0;Нижегородская обл.
2020-07-18;Пензенская область;76.0;Пензенская обл.
2020-07-18;Республика Марий Эл;67.0;Марий Эл
2020-07-18;Республика Татарстан;71.0;Татарстан
2020-07-18;Самарская область;76.0;Самарская обл.
2020-07-18;Саратовская область;68.0;Саратовская обл.
2020-07-18;Ульяновская область;68.0;Ульяновская обл.
2020-07-18;Чувашская Республика;65.0;Чувашия
2020-07-19;Мордовия;66.0;Мордовия
2020-07-19;Нижегородская область;51.0;Нижегородская обл.
2020-07-19;Пензенская область;71.0;Пензенская обл.
