Дата;Регион;Значение;REGION
2020-05-14;Саратовская область;60.0;Саратовская обл.
2020-05-14;Ульяновская область;66.0;Ульяновская обл.
2020-05-14;Чувашская Республика;68.0;Чувашия
2020-05-15;Мордовия;66.0;Мордовия
2020-05-15;Нижегородская область;60.0;Нижегородская обл.
2020-05-15;Пензенская область;69.0;Пензенская обл.
2020-05-15;Республика Марий Эл;64.0;Марий Эл
2020-05-15;Республика Татарстан;60.0;Татарстан
2020-05-15;Самарская область;77.0;Самарская обл.
2020-05-15;Саратовская область;67.0;Саратовская обл.
2020-05-15;Ульяновская область;64.0;Ульяновская обл.
2020-05-15;Чувашская Республика;62.0;Чувашия
2020-05-16;Мордовия;67.0;Мордовия
2020-05-16;Нижегородская область;51.0;Нижегородская обл.
2020-05-16;Пензенская область;70.0;Пензенская обл.
2020-05-16;Республика Марий Эл;57.0;Марий Эл
2020-05-16;Республика Татарстан;61.0;Татарстан
2020-05-16;Самарская область;68.0;Самарская обл.
2020-05-16;Саратовская область;60.0;Саратовская обл.
2020-05-16;Ульяновская область;64.0;Ульяновская обл.
2020-05-16;Чувашская Республика;61.0;Чувашия
2020-05-17;Мордовия;51.0;Мордовия
2020-05-17;Нижегородская область;42.0;Нижегородская обл.
2020-05-17;Пензенская область;58.0;Пензенская обл.
2020-05-17;Республика Марий Эл;48.0;Марий Эл
2020-05-17;Республика Татарстан;49.0;Татарстан
2020-05-17;Самарская область;54.0;Самарская обл.
2020-05-17;Саратовская область;49.0;Саратовская обл.
2020-05-17;Ульяновская область;52.0;Ульяновская обл.
2020-05-17;Чувашская Республика;51.0;Чувашия
2020-05-18;Мордовия;60.0;Мордовия
2020-05-18;Нижегородская область;48.0;Нижегородская обл.
2020-05-18;Пензенская область;65.0;Пензенская обл.
2020-05-18;Республика Марий Эл;62.0;Марий Эл
2020-05-18;Республика Татарстан;56.0;Татарстан
2020-05-18;Самарская область;69.0;Самарская обл.
2020-05-18;Саратовская область;60.0;Саратовская обл.
2020-05-18;Ульяновская область;63.0;Ульяновская обл.
2020-05-18;Чувашская Республика;66.0;Чувашия
2020-05-19;Мордовия;59.0;Мордовия
2020-05-19;Нижегородская область;54.0;Нижегородская обл.
2020-05-19;Пензенская область;64.0;Пензенская обл.
2020-05-19;Республика Марий Эл;56.0;Марий Эл
2020-05-19;Республика Татарстан;53.0;Татарстан
2020-05-19;Самарская область;61.0;Самарская обл.
2020-05-19;Саратовская область;57.0;Саратовская обл.
2020-05-19;Ульяновская область;52.0;Ульяновская обл.
2020-05-19;Чувашская Республика;56.0;Чувашия
2020-05-20;Мордовия;64.0;Мордовия
2020-05-20;Нижегородская область;60.0;Нижегородская обл.
2020-05-20;Пензенская область;66.0;Пензенская обл.
2020-05-20;Республика Марий Эл;59.0;Марий Эл
2020-05-20;Республика Татарстан;56.0;Татарстан
2020-05-20;Самарская область;69.0;Самарская обл.
2020-05-20;Саратовская область;62.0;Саратовская обл.
2020-05-20;Ульяновская область;68.0;Ульяновская обл.
2020-05-20;Чувашская Республика;67.0;Чувашия
2020-05-21;Мордовия;62.0;Мордовия
2020-05-21;Нижегородская область;62.0;Нижегородская обл.
2020-05-21;Пензенская область;68.0;Пензенская обл.
2020-05-21;Республика Марий Эл;65.0;Марий Эл
2020-05-21;Республика Татарстан;62.0;Татарстан
2020-05-21;Самарская область;72.0;Самарская обл.
2020-05-21;Саратовская область;63.0;Саратовская обл.
2020-05-21;Ульяновская область;65.0;Ульяновская обл.
2020-05-21;Чувашская Республика;69.0;Чувашия
2020-05-22;Мордовия;75.0;Мордовия
2020-05-22;Нижегородская область;68.0;Нижегородская обл.
2020-05-22;Пензенская область;81.0;Пензенская обл.
2020-05-22;Республика Марий Эл;68.0;Марий Эл
2020-05-22;Республика Татарстан;69.0;Татарстан
2020-05-22;Самарская область;83.0;Самарская обл.
2020-05-22;Саратовская область;70.0;Саратовская обл.
2020-05-22;Ульяновская область;75.0;Ульяновская обл.
2020-05-22;Чувашская Республика;70.0;Чувашия
2020-05-23;Мордовия;53.0;Мордовия
2020-05-23;Нижегородская область;53.0;Нижегородская обл.
2020-05-23;Пензенская область;62.0;Пензенская обл.
2020-05-23;Республика Марий Эл;53.0;Марий Эл
2020-05-23;Республика Татарстан;62.0;Татарстан
2020-05-23;Самарская область;63.0;Самарская обл.
2020-05-23;Саратовская область;49.0;Саратовская обл.
2020-05-23;Ульяновская область;61.0;Ульяновская обл.
2020-05-23;Чувашская Республика;59.0;Чувашия
2020-05-24;Мордовия;54.0;Мордовия
2020-05-24;Нижегородская область;42.0;Нижегородская обл.
2020-05-24;Пензенская область;60.0;Пензенская обл.
2020-05-24;Республика Марий Эл;45.0;Марий Эл
2020-05-24;Республика Татарстан;47.0;Татарстан
2020-05-24;Самарская область;55.0;Самарская обл.
2020-05-24;Саратовская область;49.0;Саратовская обл.
2020-05-24;Ульяновская область;51.0;Ульяновская обл.
2020-05-24;Чувашская Республика;47.0;Чувашия
2020-05-25;Мордовия;69.0;Мордовия
2020-05-25;Нижегородская область;58.0;Нижегородская обл.
2020-05-25;Пензенская область;70.0;Пензенская обл.
2020-05-25;Республика Марий Эл;65.0;Марий Эл
2020-05-25;Республика Татарстан;64.0;Татарстан
2020-05-25;Самарская область;75.0;Самарская обл.
2020-05-25;Саратовская область;64.0;Саратовская обл.
2020-05-25;Ульяновская область;67.0;Ульяновская обл.
2020-05-25;Чувашская Республика;67.0;Чувашия
2020-05-26;Мордовия;62.0;Мордовия
2020-05-26;Нижегородская область;58.0;Нижегородская обл.
2020-05-26;Пензенская область;69.0;Пензенская обл.
2020-05-26;Республика Марий Эл;62.0;Марий Эл
2020-05-26;Республика Татарстан;64.0;Татарстан
2020-05-26;Самарская область;71.0;Самарская обл.
2020-05-26;Саратовская область;60.0;Саратовская обл.
2020-05-26;Ульяновская область;64.0;Ульяновская обл.
2020-05-26;Чувашская Республика;69.0;Чувашия
2020-05-27;Мордовия;66.0;Мордовия
2020-05-27;Нижегородская область;67.0;Нижегородская обл.
2020-05-27;Пензенская область;71.0;Пензенская обл.
2020-05-27;Республика Марий Эл;62.0;Марий Эл
2020-05-27;Республика Татарстан;65.0;Татарстан
2020-05-27;Самарская область;76.0;Самарская обл.
2020-05-27;Саратовская область;67.0;Саратовская обл.
2020-05-27;Ульяновская область;67.0;Ульяновская обл.
2020-05-27;Чувашская Республика;68.0;Чувашия
2020-05-28;Мордовия;72.0;Мордовия
2020-05-28;Нижегородская область;70.0;Нижегородская обл.
2020-05-28;Пензенская область;76.0;Пензенская обл.
2020-05-28;Республика Марий Эл;67.0;Марий Эл
2020-05-28;Республика Татарстан;68.0;Татарстан
2020-05-28;Самарская область;77.0;Самарская обл.
2020-05-28;Саратовская область;68.0;Саратовская обл.
2020-05-28;Ульяновская область;69.0;Ульяновская обл.
2020-05-28;Чувашская Республика;71.0;Чувашия
2020-05-29;Мордовия;82.0;Мордовия
2020-05-29;Нижегородская область;77.0;Нижегородская обл.
2020-05-29;Пензенская область;75.0;Пензенская обл.
2020-05-29;Республика Марий Эл;71.0;Марий Эл
2020-05-29;Республика Татарстан;74.0;Татарстан
2020-05-29;Самарская область;87.0;Самарская обл.
2020-05-29;Саратовская область;72.0;Саратовская обл.
2020-05-29;Ульяновская область;79.0;Ульяновская обл.
2020-05-29;Чувашская Республика;78.0;Чувашия
2020-05-30;Мордовия;68.0;Мордовия
2020-05-30;Нижегородская область;60.0;Нижегородская обл.
2020-05-30;Пензенская область;72.0;Пензенская обл.
2020-05-30;Республика Марий Эл;56.0;Марий Эл
2020-05-30;Республика Татарстан;60.0;Татарстан
2020-05-30;Самарская область;69.0;Самарская обл.
2020-05-30;Саратовская область;62.0;Саратовская обл.
2020-05-30;Ульяновская область;64.0;Ульяновская обл.
2020-05-30;Чувашская Республика;60.0;Чувашия
2020-05-31;Мордовия;58.0;Мордовия
2020-05-31;Нижегородская область;40.0;Нижегородская обл.
2020-05-31;Пензенская область;65.0;Пензенская обл.
2020-05-31;Республика Марий Эл;44.0;Марий Эл
2020-05-31;Республика Татарстан;43.0;Татарстан
2020-05-31;Самарская область;60.0;Самарская обл.
2020-05-31;Саратовская область;57.0;Саратовская обл.
2020-05-31;Ульяновская область;54.0;Ульяновская обл.
2020-05-31;Чувашская Республика;44.0;Чувашия
2020-06-01;Мордовия;68.0;Мордовия
2020-06-01;Нижегородская область;62.0;Нижегородская обл.
2020-06-01;Пензенская область;69.0;Пензенская обл.
2020-06-01;Республика Марий Эл;66.0;Марий Эл
2020-06-01;Республика Татарстан;65.0;Татарстан
2020-06-01;Самарская область;81.0;Самарская обл.
2020-06-01;Саратовская область;65.0;Саратовская обл.
2020-06-01;Ульяновская область;63.0;Ульяновская обл.
2020-06-01;Чувашская Республика;65.0;Чувашия
2020-06-02;Мордовия;68.0;Мордовия
2020-06-02;Нижегородская область;61.0;Нижегородская обл.
2020-06-02;Пензенская область;73.0;Пензенская обл.
2020-06-02;Республика Марий Эл;68.0;Марий Эл
2020-06-02;Республика Татарстан;64.0;Татарстан
2020-06-02;Самарская область;72.0;Самарская обл.
2020-06-02;Саратовская область;71.0;Саратовская обл.
2020-06-02;Ульяновская область;61.0;Ульяновская обл.
2020-06-02;Чувашская Республика;72.0;Чувашия
2020-06-03;Мордовия;72.0;Мордовия
2020-06-03;Нижегородская область;62.0;Нижегородская обл.
2020-06-03;Пензенская область;73.0;Пензенская обл.
2020-06-03;Республика Марий Эл;70.0;Марий Эл
2020-06-03;Республика Татарстан;64.0;Татарстан
2020-06-03;Самарская область;74.0;Самарская обл.
2020-06-03;Саратовская область;65.0;Саратовская обл.
2020-06-03;Ульяновская область;68.0;Ульяновская обл.
2020-06-03;Чувашская Республика;71.0;Чувашия
2020-06-04;Мордовия;75.0;Мордовия
2020-06-04;Нижегородская область;62.0;Нижегородская обл.
2020-06-04;Пензенская область;80.0;Пензенская обл.
2020-06-04;Республика Марий Эл;65.0;Марий Эл
2020-06-04;Республика Татарстан;58.0;Татарстан
2020-06-04;Самарская область;66.0;Самарская обл.
2020-06-04;Саратовская область;74.0;Саратовская обл.
2020-06-04;Ульяновская область;65.0;Ульяновская обл.
2020-06-04;Чувашская Республика;63.0;Чувашия
2020-06-05;Мордовия;79.0;Мордовия
2020-06-05;Нижегородская область;73.0;Нижегородская обл.
2020-06-05;Пензенская область;85.0;Пензенская обл.
2020-06-05;Республика Марий Эл;79.0;Марий Эл
2020-06-05;Республика Татарстан;76.0;Татарстан
2020-06-05;Самарская область;91.0;Самарская обл.
2020-06-05;Саратовская область;81.0;Саратовская обл.
2020-06-05;Ульяновская область;84.0;Ульяновская обл.
2020-06-05;Чувашская Республика;80.0;Чувашия
2020-06-06;Мордовия;68.0;Мордовия
2020-06-06;Нижегородская область;62.0;Нижегородская обл.
2020-06-06;Пензенская область;75.0;Пензенская обл.
2020-06-06;Республика Марий Эл;55.0;Марий Эл
2020-06-06;Республика Татарстан;57.0;Татарстан
2020-06-06;Самарская область;69.0;Самарская обл.
2020-06-06;Саратовская область;67.0;Саратовская обл.
2020-06-06;Ульяновская область;68.0;Ульяновская обл.
2020-06-06;Чувашская Республика;56.0;Чувашия
2020-06-07;Мордовия;62.0;Мордовия
2020-06-07;Нижегородская область;56.0;Нижегородская обл.
2020-06-07;Пензенская область;69.0;Пензенская обл.
2020-06-07;Республика Марий Эл;53.0;Марий Эл
2020-06-07;Республика Татарстан;52.0;Татарстан
2020-06-07;Самарская область;63.0;Самарская обл.
2020-06-07;Саратовская область;53.0;Саратовская обл.
2020-06-07;Ульяновская область;63.0;Ульяновская обл.
2020-06-07;Чувашская Республика;58.0;Чувашия
2020-06-08;Мордовия;72.0;Мордовия
2020-06-08;Нижегородская область;68.0;Нижегородская обл.
2020-06-08;Пензенская область;76.0;Пензенская обл.
2020-06-08;Республика Марий Эл;68.0;Марий Эл
2020-06-08;Республика Татарстан;65.0;Татарстан
2020-06-08;Самарская область;69.0;Самарская обл.
2020-06-08;Саратовская область;73.0;Саратовская обл.
2020-06-08;Ульяновская область;69.0;Ульяновская обл.
2020-06-08;Чувашская Республика;77.0;Чувашия
2020-06-09;Мордовия;70.0;Мордовия
2020-06-09;Нижегородская область;71.0;Нижегородская обл.
2020-06-09;Пензенская область;76.0;Пензенская обл.
2020-06-09;Республика Марий Эл;70.0;Марий Эл
2020-06-09;Республика Татарстан;70.0;Татарстан
2020-06-09;Самарская область;74.0;Самарская обл.
2020-06-09;Саратовская область;71.0;Саратовская обл.
2020-06-09;Ульяновская область;68.0;Ульяновская обл.
2020-06-09;Чувашская Республика;76.0;Чувашия
2020-06-10;Мордовия;74.0;Мордовия
2020-06-10;Нижегородская область;74.0;Нижегородская обл.
2020-06-10;Пензенская область;82.0;Пензенская обл.
2020-06-10;Республика Марий Эл;74.0;Марий Эл
2020-06-10;Республика Татарстан;72.0;Татарстан
2020-06-10;Самарская область;82.0;Самарская обл.
2020-06-10;Саратовская область;75.0;Саратовская обл.
2020-06-10;Ульяновская область;73.0;Ульяновская обл.
2020-06-10;Чувашская Республика;81.0;Чувашия
2020-06-11;Мордовия;88.0;Мордовия
2020-06-11;Нижегородская область;82.0;Нижегородская обл.
2020-06-11;Пензенская область;91.0;Пензенская обл.
2020-06-11;Республика Марий Эл;87.0;Марий Эл
2020-06-11;Республика Татарстан;79.0;Татарстан
2020-06-11;Самарская область;96.0;Самарская обл.
2020-06-11;Саратовская область;84.0;Саратовская обл.
2020-06-11;Ульяновская область;85.0;Ульяновская обл.
2020-06-11;Чувашская Республика;89.0;Чувашия
2020-06-12;Мордовия;69.0;Мордовия
2020-06-12;Нижегородская область;60.0;Нижегородская обл.
2020-06-12;Пензенская область;76.0;Пензенская обл.
2020-06-12;Республика Марий Эл;67.0;Марий Эл
2020-06-12;Республика Татарстан;61.0;Татарстан
2020-06-12;Самарская область;79.0;Самарская обл.
2020-06-12;Саратовская область;69.0;Саратовская обл.
2020-06-12;Ульяновская область;70.0;Ульяновская обл.
2020-06-12;Чувашская Республика;62.0;Чувашия
2020-06-13;Мордовия;53.0;Мордовия
2020-06-13;Нижегородская область;50.0;Нижегородская обл.
2020-06-13;Пензенская область;63.0;Пензенская обл.
2020-06-13;Республика Марий Эл;61.0;Марий Эл
2020-06-13;Республика Татарстан;54.0;Татарстан
2020-06-13;Самарская область;66.0;Самарская обл.
2020-06-13;Саратовская область;59.0;Саратовская обл.
2020-06-13;Ульяновская область;62.0;Ульяновская обл.
2020-06-13;Чувашская Республика;55.0;Чувашия
2020-06-14;Мордовия;61.0;Мордовия
2020-06-14;Нижегородская область;51.0;Нижегородская обл.
2020-06-14;Пензенская область;66.0;Пензенская обл.
2020-06-14;Республика Марий Эл;61.0;Марий Эл
2020-06-14;Республика Татарстан;54.0;Татарстан
2020-06-14;Самарская область;63.0;Самарская обл.
2020-06-14;Саратовская область;54.0;Саратовская обл.
2020-06-14;Ульяновская область;57.0;Ульяновская обл.
2020-06-14;Чувашская Республика;57.0;Чувашия
2020-06-15;Мордовия;82.0;Мордовия
2020-06-15;Нижегородская область;70.0;Нижегородская обл.
2020-06-15;Пензенская область;81.0;Пензенская обл.
2020-06-15;Республика Марий Эл;83.0;Марий Эл
2020-06-15;Республика Татарстан;76.0;Татарстан
2020-06-15;Самарская область;85.0;Самарская обл.
2020-06-15;Саратовская область;73.0;Саратовская обл.
2020-06-15;Ульяновская область;75.0;Ульяновская обл.
2020-06-15;Чувашская Республика;83.0;Чувашия
2020-06-16;Мордовия;76.0;Мордовия
2020-06-16;Нижегородская область;68.0;Нижегородская обл.
2020-06-16;Пензенская область;81.0;Пензенская обл.
2020-06-16;Республика Марий Эл;77.0;Марий Эл
2020-06-16;Республика Татарстан;75.0;Татарстан
2020-06-16;Самарская область;82.0;Самарская обл.
2020-06-16;Саратовская область;77.0;Саратовская обл.
2020-06-16;Ульяновская область;75.0;Ульяновская обл.
2020-06-16;Чувашская Республика;78.0;Чувашия
2020-06-17;Мордовия;78.0;Мордовия
2020-06-17;Нижегородская область;67.0;Нижегородская обл.
2020-06-17;Пензенская область;81.0;Пензенская обл.
2020-06-17;Республика Марий Эл;79.0;Марий Эл
2020-06-17;Республика Татарстан;72.0;Татарстан
2020-06-17;Самарская область;83.0;Самарская обл.
2020-06-17;Саратовская область;75.0;Саратовская обл.
2020-06-17;Ульяновская область;74.0;Ульяновская обл.
2020-06-17;Чувашская Республика;76.0;Чувашия
2020-06-18;Мордовия;73.0;Мордовия
2020-06-18;Нижегородская область;68.0;Нижегородская обл.
2020-06-18;Пензенская область;77.0;Пензенская обл.
2020-06-18;Республика Марий Эл;77.0;Марий Эл
2020-06-18;Республика Татарстан;74.0;Татарстан
2020-06-18;Самарская область;78.0;Самарская обл.
2020-06-18;Саратовская область;79.0;Саратовская обл.
2020-06-18;Ульяновская область;72.0;Ульяновская обл.
2020-06-18;Чувашская Республика;74.0;Чувашия
2020-06-19;Мордовия;85.0;Мордовия
2020-06-19;Нижегородская область;84.0;Нижегородская обл.
2020-06-19;Пензенская область;89.0;Пензенская обл.
2020-06-19;Республика Марий Эл;84.0;Марий Эл
2020-06-19;Республика Татарстан;80.0;Татарстан
2020-06-19;Самарская область;90.0;Самарская обл.
2020-06-19;Саратовская область;84.0;Саратовская обл.
2020-06-19;Ульяновская область;83.0;Ульяновская обл.
2020-06-19;Чувашская Республика;82.0;Чувашия
2020-06-20;Мордовия;74.0;Мордовия
2020-06-20;Нижегородская область;65.0;Нижегородская обл.
2020-06-20;Пензенская область;77.0;Пензенская обл.
2020-06-20;Республика Марий Эл;62.0;Марий Эл
2020-06-20;Республика Татарстан;66.0;Татарстан
2020-06-20;Самарская область;71.0;Самарская обл.
2020-06-20;Саратовская область;71.0;Саратовская обл.
2020-06-20;Ульяновская область;68.0;Ульяновская обл.
2020-06-20;Чувашская Республика;66.0;Чувашия
2020-06-21;Мордовия;61.0;Мордовия
2020-06-21;Нижегородская область;59.0;Нижегородская обл.
2020-06-21;Пензенская область;67.0;Пензенская обл.
2020-06-21;Республика Марий Эл;58.0;Марий Эл
2020-06-21;Республика Татарстан;52.0;Татарстан
2020-06-21;Самарская область;61.0;Самарская обл.
2020-06-21;Саратовская область;54.0;Саратовская обл.
2020-06-21;Ульяновская область;57.0;Ульяновская обл.
2020-06-21;Чувашская Республика;57.0;Чувашия
2020-06-22;Мордовия;71.0;Мордовия
2020-06-22;Нижегородская область;68.0;Нижегородская обл.
2020-06-22;Пензенская область;80.0;Пензенская обл.
2020-06-22;Республика Марий Эл;72.0;Марий Эл
2020-06-22;Республика Татарстан;66.0;Татарстан
2020-06-22;Самарская область;76.0;Самарская обл.
2020-06-22;Саратовская область;77.0;Саратовская обл.
2020-06-22;Ульяновская область;66.0;Ульяновская обл.
2020-06-22;Чувашская Республика;77.0;Чувашия
2020-06-23;Мордовия;73.0;Мордовия
2020-06-23;Нижегородская область;74.0;Нижегородская обл.
2020-06-23;Пензенская область;79.0;Пензенская обл.
2020-06-23;Республика Марий Эл;73.0;Марий Эл
2020-06-23;Республика Татарстан;77.0;Татарстан
2020-06-23;Самарская область;80.0;Самарская обл.
2020-06-23;Саратовская область;79.0;Саратовская обл.
2020-06-23;Ульяновская область;73.0;Ульяновская обл.
2020-06-23;Чувашская Республика;76.0;Чувашия
2020-06-24;Мордовия;72.0;Мордовия
2020-06-24;Нижегородская область;68.0;Нижегородская обл.
2020-06-24;Пензенская область;77.0;Пензенская обл.
2020-06-24;Республика Марий Эл;64.0;Марий Эл
2020-06-24;Республика Татарстан;66.0;Татарстан
2020-06-24;Самарская область;68.0;Самарская обл.
2020-06-24;Саратовская область;56.0;Саратовская обл.
2020-06-24;Ульяновская область;60.0;Ульяновская обл.
2020-06-24;Чувашская Республика;67.0;Чувашия
2020-06-25;Мордовия;75.0;Мордовия
2020-06-25;Нижегородская область;71.0;Нижегородская обл.
2020-06-25;Пензенская область;83.0;Пензенская обл.
2020-06-25;Республика Марий Эл;72.0;Марий Эл
2020-06-25;Республика Татарстан;70.0;Татарстан
2020-06-25;Самарская область;80.0;Самарская обл.
2020-06-25;Саратовская область;75.0;Саратовская обл.
2020-06-25;Ульяновская область;73.0;Ульяновская обл.
2020-06-25;Чувашская Республика;76.0;Чувашия
2020-06-26;Мордовия;90.0;Мордовия
2020-06-26;Нижегородская область;82.0;Нижегородская обл.
2020-06-26;Пензенская область;89.0;Пензенская обл.
2020-06-26;Республика Марий Эл;80.0;Марий Эл
2020-06-26;Республика Татарстан;81.0;Татарстан
2020-06-26;Самарская область;88.0;Самарская обл.
2020-06-26;Саратовская область;84.0;Саратовская обл.
2020-06-26;Ульяновская область;83.0;Ульяновская обл.
2020-06-26;Чувашская Республика;82.0;Чувашия
2020-06-27;Мордовия;67.0;Мордовия
2020-06-27;Нижегородская область;62.0;Нижегородская обл.
2020-06-27;Пензенская область;75.0;Пензенская обл.
2020-06-27;Республика Марий Эл;53.0;Марий Эл
2020-06-27;Республика Татарстан;63.0;Татарстан
2020-06-27;Самарская область;73.0;Самарская обл.
2020-06-27;Саратовская область;64.0;Саратовская обл.
2020-06-27;Ульяновская область;68.0;Ульяновская обл.
2020-06-27;Чувашская Республика;60.0;Чувашия
2020-06-28;Мордовия;63.0;Мордовия
2020-06-28;Нижегородская область;59.0;Нижегородская обл.
2020-06-28;Пензенская область;70.0;Пензенская обл.
2020-06-28;Республика Марий Эл;55.0;Марий Эл
2020-06-28;Республика Татарстан;55.0;Татарстан
2020-06-28;Самарская область;63.0;Самарская обл.
2020-06-28;Саратовская область;60.0;Саратовская обл.
2020-06-28;Ульяновская область;57.0;Ульяновская обл.
2020-06-28;Чувашская Республика;57.0;Чувашия
2020-06-29;Мордовия;75.0;Мордовия
2020-06-29;Нижегородская область;70.0;Нижегородская обл.
2020-06-29;Пензенская область;76.0;Пензенская обл.
2020-06-29;Республика Марий Эл;72.0;Марий Эл
2020-06-29;Республика Татарстан;71.0;Татарстан
2020-06-29;Самарская область;81.0;Самарская обл.
2020-06-29;Саратовская область;70.0;Саратовская обл.
2020-06-29;Ульяновская область;69.0;Ульяновская обл.
2020-06-29;Чувашская Республика;75.0;Чувашия
2020-06-30;Мордовия;83.0;Мордовия
2020-06-30;Нижегородская область;77.0;Нижегородская обл.
2020-06-30;Пензенская область;84.0;Пензенская обл.
2020-06-30;Республика Марий Эл;72.0;Марий Эл
2020-06-30;Республика Татарстан;77.0;Татарстан
2020-06-30;Самарская область;88.0;Самарская обл.
2020-06-30;Саратовская область;79.0;Саратовская обл.
2020-06-30;Ульяновская область;77.0;Ульяновская обл.
2020-06-30;Чувашская Республика;78.0;Чувашия
2020-07-01;Мордовия;78.0;Мордовия
2020-07-01;Нижегородская область;70.0;Нижегородская обл.
2020-07-01;Пензенская область;85.0;Пензенская обл.
2020-07-01;Республика Марий Эл;69.0;Марий Эл
2020-07-01;Республика Татарстан;75.0;Татарстан
2020-07-01;Самарская область;85.0;Самарская обл.
2020-07-01;Саратовская область;79.0;Саратовская обл.
2020-07-01;Ульяновская область;75.0;Ульяновская обл.
2020-07-01;Чувашская Республика;74.0;Чувашия
2020-07-02;Мордовия;86.0;Мордовия
2020-07-02;Нижегородская область;78.0;Нижегородская обл.
2020-07-02;Пензенская область;90.0;Пензенская обл.
2020-07-02;Республика Марий Эл;75.0;Марий Эл
2020-07-02;Республика Татарстан;79.0;Татарстан
2020-07-02;Самарская область;89.0;Самарская обл.
2020-07-02;Саратовская область;82.0;Саратовская обл.
2020-07-02;Ульяновская область;80.0;Ульяновская обл.
2020-07-02;Чувашская Республика;84.0;Чувашия
2020-07-03;Мордовия;96.0;Мордовия
2020-07-03;Нижегородская область;86.0;Нижегородская обл.
2020-07-03;Пензенская область;95.0;Пензенская обл.
2020-07-03;Республика Марий Эл;82.0;Марий Эл
2020-07-03;Республика Татарстан;83.0;Татарстан
2020-07-03;Самарская область;97.0;Самарская обл.
2020-07-03;Саратовская область;90.0;Саратовская обл.
2020-07-03;Ульяновская область;87.0;Ульяновская обл.
2020-07-03;Чувашская Республика;88.0;Чувашия
2020-07-04;Мордовия;80.0;Мордовия
2020-07-04;Нижегородская область;62.0;Нижегородская обл.
2020-07-04;Пензенская область;82.0;Пензенская обл.
2020-07-04;Республика Марий Эл;64.0;Марий Эл
2020-07-04;Республика Татарстан;68.0;Татарстан
2020-07-04;Самарская область;77.0;Самарская обл.
2020-07-04;Саратовская область;75.0;Саратовская обл.
2020-07-04;Ульяновская область;72.0;Ульяновская обл.
2020-07-04;Чувашская Республика;70.0;Чувашия
2020-07-05;Мордовия;69.0;Мордовия
2020-07-05;Нижегородская область;58.0;Нижегородская обл.
2020-07-05;Пензенская область;76.0;Пензенская обл.
2020-07-05;Республика Марий Эл;60.0;Марий Эл
2020-07-05;Республика Татарстан;56.0;Татарстан
2020-07-05;Самарская область;67.0;Самарская обл.
2020-07-05;Саратовская область;66.0;Саратовская обл.
2020-07-05;Ульяновская область;64.0;Ульяновская обл.
2020-07-05;Чувашская Республика;61.0;Чувашия
2020-07-06;Мордовия;85.0;Мордовия
2020-07-06;Нижегородская область;74.0;Нижегородская обл.
2020-07-06;Пензенская область;87.0;Пензенская обл.
2020-07-06;Республика Марий Эл;77.0;Марий Эл
2020-07-06;Республика Татарстан;79.0;Татарстан
2020-07-06;Самарская область;84.0;Самарская обл.
2020-07-06;Саратовская область;84.0;Саратовская обл.
2020-07-06;Ульяновская область;78.0;Ульяновская обл.
2020-07-06;Чувашская Республика;83.0;Чувашия
2020-07-07;Мордовия;88.0;Мордовия
2020-07-07;Нижегородская область;75.0;Нижегородская обл.
2020-07-07;Пензенская область;90.0;Пензенская обл.
2020-07-07;Республика Марий Эл;77.0;Марий Эл
2020-07-07;Республика Татарстан;78.0;Татарстан
2020-07-07;Самарская область;86.0;Самарская обл.
2020-07-07;Саратовская область;79.0;Саратовская обл.
2020-07-07;Ульяновская область;86.0;Ульяновская обл.
2020-07-07;Чувашская Республика;87.0;Чувашия
2020-07-08;Мордовия;88.0;Мордовия
2020-07-08;Нижегородская область;74.0;Нижегородская обл.
2020-07-08;Пензенская область;89.0;Пензенская обл.
2020-07-08;Республика Марий Эл;79.0;Марий Эл
2020-07-08;Республика Татарстан;79.0;Татарстан
2020-07-08;Самарская область;90.0;Самарская обл.
2020-07-08;Саратовская область;82.0;Саратовская обл.
2020-07-08;Ульяновская область;84.0;Ульяновская обл.
2020-07-08;Чувашская Республика;87.0;Чувашия
2020-07-09;Мордовия;84.0;Мордовия
2020-07-09;Нижегородская область;70.0;Нижегородская обл.
2020-07-09;Пензенская область;88.0;Пензенская обл.
2020-07-09;Республика Марий Эл;78.0;Марий Эл
2020-07-09;Республика Татарстан;79.0;Татарстан
2020-07-09;Самарская область;91.0;Самарская обл.
2020-07-09;Саратовская область;81.0;Саратовская обл.
2020-07-09;Ульяновская область;87.0;Ульяновская обл.
2020-07-09;Чувашская Республика;89.0;Чувашия
2020-07-10;Мордовия;89.0;Мордовия
2020-07-10;Нижегородская область;84.0;Нижегородская обл.
2020-07-10;Пензенская область;91.0;Пензенская обл.
2020-07-10;Республика Марий Эл;85.0;Марий Эл
2020-07-10;Республика Татарстан;80.0;Татарстан
2020-07-10;Самарская область;99.0;Самарская обл.
2020-07-10;Саратовская область;86.0;Саратовская обл.
2020-07-10;Ульяновская область;87.0;Ульяновская обл.
2020-07-10;Чувашская Республика;84.0;Чувашия
2020-07-11;Мордовия;76.0;Мордовия
2020-07-11;Нижегородская область;65.0;Нижегородская обл.
2020-07-11;Пензенская область;82.0;Пензенская обл.
2020-07-11;Республика Марий Эл;74.0;Марий Эл
2020-07-11;Республика Татарстан;67.0;Татарстан
2020-07-11;Самарская область;77.0;Самарская обл.
2020-07-11;Саратовская область;71.0;Саратовская обл.
2020-07-11;Ульяновская область;74.0;Ульяновская обл.
