YEAR;MONTH;DAY;TEMP;VISIB
2018;3;17;12.216465879799213;46.28208655541989
2018;3;18;9.425584045584046;8.171543888210556
2018;3;19;9.458806132139465;23.343475783475782
2018;3;20;13.662690272690273;84.96519332519334
2018;3;21;18.56214896214896;57.51298466965133
2018;3;22;23.50811558811559;6.844124270790937
2018;3;23;23.385152625152628;10.78072446072446
2018;3;24;25.39517975851309;10.05564238230905
2018;3;25;22.98618504951838;9.810134310134309
2018;3;26;30.303894993894996;26.927000407000406
2018;3;27;29.459940306606978;8.863467643467642
2018;3;28;25.875638312304975;8.85886989553656
2018;3;29;19.24163614163614;20.456590693257365
2018;3;30;19.461978021978023;24.28366978700312
2018;3;31;24.069808709808708;8.704315560982227
2018;4;1;32.10209469542803;7.664445801112468
2018;4;2;36.146512006512;19.59403201736535
2018;4;3;37.537468457468464;35.52530999864333
2018;4;4;35.668296024962686;8.834836521503187
2018;4;5;36.38778049111382;47.36635870302538
2018;4;6;36.960634920634924;109.55690272690273
2018;4;7;37.3461864061864;18.530238773572105
2018;4;8;37.9834418667752;32.28062542395876
2018;4;9;41.56420160086827;110.14369556369556
2018;4;10;46.98250033916701;97.57947496947499
2018;4;11;37.523972323972316;18.685756342423005
2018;4;12;34.49783475783476;112.48101614434948
2018;4;13;37.231310541310535;50.963456790123466
2018;4;14;38.64651471984806;69.57905982905984
2018;4;15;43.17752136752137;100.30362773029441
2018;4;16;46.29518518518518;104.73135802469136
2018;4;17;49.098950617283954;104.18160493827162
2018;4;18;48.060925925925915;64.70641975308642
2018;4;19;45.72364197530864;6.314074074074075
2018;4;20;42.58592592592593;8.91314814814815
2018;4;21;41.311728395061735;20.05783950617284
2018;4;22;39.479876543209876;8.564259259259261
2018;4;23;32.78376543209876;9.020370370370369
2018;4;24;36.16456790123457;20.676111111111112
2018;4;25;42.76506172839507;32.11259259259259
2018;4;26;46.857777777777784;6.620000000000001
2018;4;27;51.16666666666666;10.283209876543209
2018;4;28;46.897345679012346;9.23716049382716
2018;4;29;48.85283950617285;20.088765432098768
2018;4;30;52.165023741690405;19.400132953466283
2018;5;1;55.40956790123456;10.189814814814817
2018;5;2;61.57283950617284;25.61410934744268
2018;5;3;66.20370370370371;65.37592592592594
2018;5;4;56.15987654320988;41.61481481481482
2018;5;5;51.81543209876544;120.41666666666667
2018;5;6;58.48530864197531;44.33586419753087
2018;5;7;56.57361111111112;45.00833333333333
2018;5;8;60.9625;93.1625
2018;5;9;55.77777777777778;52.13472222222222
2018;5;10;48.44375000000001;10.223611111111111
2018;5;11;51.83518518518518;83.43024691358025
2018;5;12;58.867283950617285;138.65246913580245
2018;5;13;60.54506172839506;224.7425925925926
2018;5;14;64.1604938271605;176.1067901234568
2018;5;15;66.47654320987654;10.813580246913581
2018;5;16;66.0513888888889;10.575
2018;5;17;67.87222222222222;10.107407407407408
2018;5;18;69.42283950617283;9.465432098765433
2018;5;19;66.15185185185186;9.71604938271605
2018;5;20;59.619753086419756;9.637037037037038
2018;5;21;55.491975308641976;10.093827160493825
2018;5;22;62.4216049382716;212.91049382716048
2018;5;23;66.1141975308642;65.45617283950617
2018;5;24;66.96419753086421;9.322222222222223
2018;5;25;55.9179012345679;46.86481481481482
2018;5;26;50.21296296296296;96.41172839506173
2018;5;27;58.66358024691359;46.70185185185184
2018;5;28;53.29567901234569;47.30925925925926
2018;5;29;54.714814814814815;83.6141975308642
2018;5;30;60.67962962962963;9.866049382716051
2018;5;31;46.49876543209877;9.853086419753087
2018;6;1;40.20802469135802;47.10740740740741
2018;6;2;51.39753086419753;82.84876543209876
2018;6;3;60.65061728395061;83.97098765432098
2018;6;4;65.38487654320988;83.5925925925926
2018;6;5;64.32592592592593;9.787654320987654
2018;6;6;53.26543209876543;10.472222222222221
2018;6;7;50.49938271604938;47.529012345679014
2018;6;8;54.67277777777778;23.78277777777778
2018;6;9;51.10555555555556;10.579629629629629
2018;6;10;50.008024691358024;47.34444444444444
2018;6;11;51.675000000000004;10.789197530864199
2018;6;12;58.686419753086426;47.304320987654314
2018;6;13;60.502407407407404;10.601172839506173
2018;6;14;56.562345679012346;10.000617283950618
2018;6;15;55.112962962962975;10.585802469135801
2018;6;16;57.25907407407408;105.22641975308642
2018;6;17;63.82407407407407;158.06481481481484
2018;6;18;68.15987654320989;121.27345679012348
2018;6;19;71.44135802469137;46.95617283950617
2018;6;20;66.4320987654321;9.853086419753087
2018;6;21;64.49197530864197;47.623456790123456
2018;6;22;67.44259259259259;139.47654320987655
2018;6;23;73.52777777777777;212.69074074074075
2018;6;24;77.5179012345679;102.26111111111112
2018;6;25;78.29691358024691;65.47592592592592
2018;6;26;75.68641975308644;10.349999999999998
