;YEAR;MONTH;DAY;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
728;2016;12;12;49290.09722222222;49299.305555555555;49637.180555555555;49654.208333333336
789;2016;12;13;49809.208333333336;49808.73611111111;50189.625;50306.63888888889
850;2016;12;14;50135.73611111111;50234.97222222222;50550.15277777778;50711.694444444445
911;2016;12;15;50149.125;50276.569444444445;50615.166666666664;50760.666666666664
972;2016;12;16;50522.569444444445;50498.48611111111;51072.02777777778;51059.26388888889
1033;2016;12;17;48972.458333333336;49028.875;49866.180555555555;49876.694444444445
1094;2016;12;18;47784.791666666664;47944.125;48849.76388888889;48922.34722222222
1155;2016;12;19;49583.930555555555;49725.916666666664;50254.333333333336;50408.01388888889
1216;2016;12;20;50130.47222222222;50129.59722222222;50734.375;50772.541666666664
1277;2016;12;21;50272.375;50351.65277777778;50908.75;50949.430555555555
1338;2016;12;22;50135.59722222222;50203.416666666664;50658.88888888889;50808.76388888889
1399;2016;12;23;50172.98611111111;50154.51388888889;50701.708333333336;50819.666666666664
1460;2016;12;24;48167.09722222222;48303.98611111111;48724.083333333336;48979.541666666664
1521;2016;12;25;47043.13888888889;47244.680555555555;47635.458333333336;47906.77777777778
1582;2016;12;26;48758.36111111111;48973.59722222222;49169.5;49322.694444444445
1643;2016;12;27;48359.833333333336;48614.61111111111;48774.555555555555;49117.88888888889
1703;2016;12;28;48004.98611111111;48145.01388888889;48523.26388888889;48754.569444444445
1760;2016;12;29;47623.125;47765.055555555555;48288.180555555555;48482.22222222222
1815;2016;12;30;47005.34722222222;47016.77777777778;47715.40277777778;47814.805555555555
1850;2016;12;31;44884.51388888889;45032.15277777778;45945.13888888889;46037.625
1;2017;01;01;42127.208333333336;42308.875;42828.555555555555;43149.875
62;2017;01;02;43027.125;43137.48611111111;43989.069444444445;44066.305555555555
123;2017;01;03;44054.055555555555;44159.84722222222;45061.916666666664;45078.555555555555
184;2017;01;04;45307.15277777778;45368.305555555555;46330.444444444445;46364.958333333336
245;2017;01;05;45920.86111111111;46019.59722222222;46887.36111111111;46972.569444444445
306;2017;01;06;46493.666666666664;46503.61111111111;47566.041666666664;47496.305555555555
367;2017;01;07;46200.77777777778;46304.166666666664;47244.36111111111;47392.416666666664
428;2017;01;08;47066.069444444445;47006.51388888889;48163.305555555555;48055.444444444445
489;2017;01;09;50071.09722222222;50224.166666666664;50615.375;50731.01388888889
550;2017;01;10;50085.555555555555;50217.72222222222;50508.583333333336;50693.25
611;2017;01;11;49516.59722222222;49717.208333333336;49856.65277777778;50109.59722222222
672;2017;01;12;49524.694444444445;49588.055555555555;49833.48611111111;49873.77777777778
733;2017;01;13;49136.47222222222;49271.833333333336;49448.23611111111;49578.041666666664
794;2017;01;14;47273.319444444445;47427.125;48154.125;48222.5
855;2017;01;15;46766.569444444445;46937.75;47503.22222222222;47641.09722222222
916;2017;01;16;48929.86111111111;49038.0;49294.805555555555;49375.86111111111
977;2017;01;17;49132.51388888889;49242.65277777778;49568.84722222222;49618.305555555555
1038;2017;01;18;49387.47222222222;49359.569444444445;49764.09722222222;49752.48611111111
1099;2017;01;19;49429.291666666664;49564.125;49717.36111111111;49839.13888888889
1160;2017;01;20;49095.72222222222;49220.75;49304.48611111111;49575.291666666664
1221;2017;01;21;47164.86111111111;47325.166666666664;48058.125;48233.625
1282;2017;01;22;46561.01388888889;46660.458333333336;47503.27777777778;47674.916666666664
1343;2017;01;23;48514.194444444445;48737.125;48832.805555555555;49144.333333333336
1404;2017;01;24;48469.15277777778;48636.40277777778;48875.88888888889;48969.666666666664
1465;2017;01;25;49072.944444444445;49098.47222222222;49453.458333333336;49481.833333333336
1526;2017;01;26;49952.680555555555;49999.5;50239.180555555555;50427.833333333336
1587;2017;01;27;49665.055555555555;49875.13888888889;50028.0;50284.36111111111
1648;2017;01;28;48103.125;48195.041666666664;49033.59722222222;49142.125
1708;2017;01;29;47633.055555555555;47789.25;48641.430555555555;48758.041666666664
1765;2017;01;30;50003.708333333336;50065.333333333336;50393.291666666664;50452.26388888889
1820;2017;01;31;49970.61111111111;50093.0;50314.0;50443.40277777778
6;2017;02;01;49431.73611111111;49628.319444444445;49727.23611111111;49924.430555555555
67;2017;02;02;49171.65277777778;49347.36111111111;49472.11111111111;49631.98611111111
128;2017;02;03;49360.01388888889;49361.76388888889;49637.34722222222;49680.36111111111
189;2017;02;04;47671.944444444445;47806.97222222222;48448.34722222222;48637.083333333336
250;2017;02;05;46939.59722222222;47143.958333333336;47801.13888888889;47966.5
311;2017;02;06;49513.125;49533.75;49792.90277777778;49868.97222222222
372;2017;02;07;50267.0;50310.48611111111;50361.666666666664;50506.61111111111
433;2017;02;08;50418.666666666664;50468.75;50385.555555555555;50506.73611111111
494;2017;02;09;50398.819444444445;50360.291666666664;50457.22222222222;50443.22222222222
555;2017;02;10;49936.930555555555;49907.944444444445;50021.52777777778;49905.430555555555
616;2017;02;11;47940.319444444445;48008.97222222222;48393.36111111111;48449.01388888889
677;2017;02;12;47373.97222222222;47464.125;47807.23611111111;47894.305555555555
738;2017;02;13;49445.25;49587.15277777778;49393.23611111111;49558.47222222222
799;2017;02;14;49043.791666666664;49253.930555555555;48951.59722222222;49167.069444444445
860;2017;02;15;48774.166666666664;48888.416666666664;48663.25;48826.055555555555
921;2017;02;16;48934.34722222222;48936.444444444445;48845.40277777778;48905.65277777778
982;2017;02;17;49071.916666666664;49095.48611111111;48988.680555555555;48978.430555555555
1043;2017;02;18;47120.333333333336;47198.569444444445;47364.97222222222;47429.36111111111
1104;2017;02;19;45949.541666666664;46098.194444444445;46088.458333333336;46236.069444444445
1165;2017;02;20;47748.13888888889;47892.75;47324.916666666664;47523.444444444445
1226;2017;02;21;47511.291666666664;47617.22222222222;47139.26388888889;47213.65277777778
1287;2017;02;22;46950.958333333336;47079.930555555555;46686.791666666664;46768.5
1348;2017;02;23;44687.13888888889;44837.680555555555;44744.65277777778;44950.625
1409;2017;02;24;44471.65277777778;44599.36111111111;44613.666666666664;44606.555555555555
1470;2017;02;25;44525.930555555555;44640.458333333336;44586.194444444445;44549.40277777778
1531;2017;02;26;44288.319444444445;44411.944444444445;44459.98611111111;44553.583333333336
1592;2017;02;27;46471.819444444445;46659.88888888889;46262.0;46404.541666666664
1653;2017;02;28;45953.819444444445;46301.444444444445;45680.666666666664;46081.055555555555
11;2017;03;01;45574.125;45797.47222222222;45428.98611111111;45576.75
72;2017;03;02;45562.180555555555;45632.86111111111;45515.40277777778;45523.48611111111
133;2017;03;03;45459.23611111111;45495.416666666664;45347.708333333336;45202.944444444445
194;2017;03;04;43909.52777777778;43971.041666666664;44178.76388888889;44158.0
255;2017;03;05;43267.48611111111;43347.708333333336;43568.5;43568.069444444445
316;2017;03;06;45287.569444444445;45363.63888888889;45239.23611111111;45245.86111111111
377;2017;03;07;45089.166666666664;45152.805555555555;45027.97222222222;45036.805555555555
438;2017;03;08;42812.77777777778;43002.11111111111;43166.083333333336;43421.555555555555
499;2017;03;09;44697.180555555555;44827.416666666664;44606.59722222222;44711.59722222222
560;2017;03;10;44929.25;44983.02777777778;44869.291666666664;44813.02777777778
621;2017;03;11;43489.36111111111;43544.833333333336;43936.22222222222;43843.583333333336
682;2017;03;12;42783.833333333336;42903.22222222222;43195.555555555555;43244.833333333336
743;2017;03;13;44563.09722222222;44785.694444444445;44492.833333333336;44657.36111111111
804;2017;03;14;44345.416666666664;44561.305555555555;44216.194444444445;44411.98611111111
865;2017;03;15;44476.458333333336;44552.52777777778;44293.055555555555;44286.416666666664
926;2017;03;16;44528.73611111111;44615.444444444445;44398.5;44381.805555555555
987;2017;03;17;44615.84722222222;44634.305555555555;44533.13888888889;44481.555555555555
1048;2017;03;18;43351.73611111111;43389.36111111111;43522.333333333336;43488.875
1109;2017;03;19;42897.458333333336;42891.40277777778;43159.72222222222;43036.569444444445
1170;2017;03;20;44751.36111111111;44778.90277777778;44478.5;44474.125
1231;2017;03;21;44358.055555555555;44580.22222222222;43810.375;44070.5
1292;2017;03;22;44172.48611111111;44354.23611111111;43473.444444444445;43736.125
1353;2017;03;23;44093.40277777778;44184.958333333336;43421.26388888889;43605.47222222222
1414;2017;03;24;43880.666666666664;43936.5;43302.416666666664;43357.194444444445
1475;2017;03;25;42818.77777777778;42891.180555555555;42744.541666666664;42672.26388888889
1536;2017;03;26;42109.430555555555;42247.13888888889;42340.194444444445;42384.708333333336
1597;2017;03;27;44119.541666666664;44225.61111111111;43944.958333333336;44056.791666666664
1658;2017;03;28;44205.569444444445;44248.97222222222;43901.0;44027.72222222222
1715;2017;03;29;44095.09722222222;44212.944444444445;43873.291666666664;44017.194444444445
1770;2017;03;30;44136.055555555555;44210.73611111111;43943.65277777778;44127.40277777778
1825;2017;03;31;44103.75;44212.59722222222;43943.569444444445;44152.63888888889
16;2017;04;01;42391.194444444445;42581.069444444445;42728.944444444445;42909.88888888889
77;2017;04;02;41998.458333333336;42063.944444444445;42320.09722222222;42275.5
138;2017;04;03;43501.59722222222;43690.88888888889;43446.0;43520.01388888889
199;2017;04;04;43338.11111111111;43446.875;43309.84722222222;43339.708333333336
260;2017;04;05;43252.041666666664;43320.555555555555;43208.98611111111;43229.23611111111
321;2017;04;06;42926.319444444445;42930.791666666664;42750.90277777778;42776.666666666664
382;2017;04;07;42550.555555555555;42636.36111111111;42505.01388888889;42590.11111111111
443;2017;04;08;41258.930555555555;41312.47222222222;41869.930555555555;41838.59722222222
504;2017;04;09;40484.59722222222;40624.458333333336;41051.13888888889;41172.805555555555
565;2017;04;10;42218.291666666664;42351.041666666664;42333.26388888889;42485.819444444445
626;2017;04;11;41814.38888888889;41978.791666666664;41808.23611111111;41963.805555555555
687;2017;04;12;41802.569444444445;41863.76388888889;41921.680555555555;41943.208333333336
748;2017;04;13;42123.61111111111;42047.069444444445;42137.541666666664;41887.958333333336
809;2017;04;14;42086.916666666664;42081.01388888889;42040.625;41993.22222222222
870;2017;04;15;41019.875;40992.430555555555;41305.77777777778;41169.541666666664
931;2017;04;16;39424.069444444445;39730.11111111111;39767.01388888889;40091.97222222222
992;2017;04;17;41942.0;42080.27777777778;42163.041666666664;42418.958333333336
1053;2017;04;18;42098.666666666664;42154.76388888889;42153.09722222222;42367.86111111111
1114;2017;04;19;42396.0;42415.65277777778;42603.25;42627.194444444445
1175;2017;04;20;42426.59722222222;42495.930555555555;42452.319444444445;42611.48611111111
1236;2017;04;21;42462.958333333336;42479.444444444445;42554.416666666664;42619.944444444445
1297;2017;04;22;41066.86111111111;41092.72222222222;41319.444444444445;41391.27777777778
1358;2017;04;23;40197.444444444445;40217.15277777778;40885.34722222222;40986.34722222222
1419;2017;04;24;42051.01388888889;42134.416666666664;42436.51388888889;42570.25
1480;2017;04;25;41456.125;41543.98611111111;42218.625;42205.805555555555
1541;2017;04;26;41194.01388888889;41325.555555555555;41902.22222222222;42157.09722222222
1602;2017;04;27;40896.819444444445;40983.40277777778;41416.73611111111;41635.291666666664
1663;2017;04;28;40261.444444444445;40298.72222222222;40616.65277777778;40697.36111111111
1720;2017;04;29;38412.458333333336;38560.72222222222;39186.083333333336;39334.819444444445
1775;2017;04;30;37199.541666666664;37349.36111111111;38127.38888888889;38337.791666666664
21;2017;05;01;36742.625;36926.86111111111;37782.27777777778;38022.166666666664
82;2017;05;02;38399.40277777778;38697.583333333336;39121.305555555555;39473.569444444445
143;2017;05;03;38488.26388888889;38610.319444444445;38976.48611111111;39165.930555555555
204;2017;05;04;38628.61111111111;38648.0;38994.805555555555;39085.875
265;2017;05;05;38722.40277777778;38705.916666666664;39035.916666666664;39136.958333333336
326;2017;05;06;37686.708333333336;37673.166666666664;38401.930555555555;38393.02777777778
387;2017;05;07;37197.416666666664;37263.083333333336;37890.72222222222;37986.52777777778
448;2017;05;08;37608.25;37590.38888888889;38286.98611111111;38289.63888888889
509;2017;05;09;37238.805555555555;37398.569444444445;37948.72222222222;38154.51388888889
570;2017;05;10;39829.944444444445;39763.680555555555;40233.458333333336;40186.069444444445
631;2017;05;11;40218.0;40159.833333333336;40626.944444444445;40483.51388888889
692;2017;05;12;40152.09722222222;40169.305555555555;40595.930555555555;40503.52777777778
753;2017;05;13;38621.61111111111;38655.63888888889;39184.125;39233.819444444445
814;2017;05;14;37824.51388888889;37899.38888888889;38531.25;38605.166666666664
875;2017;05;15;39526.583333333336;39612.875;39928.680555555555;39985.694444444445
936;2017;05;16;39594.98611111111;39726.76388888889;40085.38888888889;40168.51388888889
997;2017;05;17;39573.055555555555;39612.48611111111;39976.84722222222;39991.166666666664
1058;2017;05;18;39175.319444444445;39272.930555555555;39510.458333333336;39644.180555555555
1119;2017;05;19;38729.305555555555;38771.34722222222;39028.708333333336;39114.40277777778
1180;2017;05;20;37042.041666666664;37085.694444444445;37516.26388888889;37570.63888888889
1241;2017;05;21;36744.51388888889;36736.694444444445;37093.291666666664;37177.291666666664
1302;2017;05;22;38666.5;38731.625;38693.291666666664;38780.36111111111
1363;2017;05;23;38594.65277777778;38664.22222222222;38639.194444444445;38680.97222222222
1424;2017;05;24;38453.194444444445;38534.319444444445;38701.59722222222;38696.65277777778
1485;2017;05;25;38012.26388888889;38151.819444444445;38253.041666666664;38330.430555555555
1546;2017;05;26;37976.36111111111;38021.47222222222;38048.47222222222;38110.11111111111
1607;2017;05;27;36677.0;36634.51388888889;37064.5;37124.5
1668;2017;05;28;36451.125;36408.47222222222;36935.34722222222;37003.47222222222
1725;2017;05;29;38461.15277777778;38491.48611111111;39050.958333333336;39099.708333333336
1780;2017;05;30;38358.84722222222;38354.208333333336;39150.291666666664;39103.916666666664
1830;2017;05;31;38217.59722222222;38342.055555555555;39027.569444444445;39171.916666666664
26;2017;06;01;37827.666666666664;38007.22222222222;38516.194444444445;38765.38888888889
87;2017;06;02;38088.125;38025.694444444445;38831.833333333336;38799.5
148;2017;06;03;36971.375;36917.444444444445;37936.944444444445;37879.61111111111
209;2017;06;04;36359.02777777778;36496.666666666664;37222.48611111111;37394.72222222222
270;2017;06;05;38470.22222222222;38462.666666666664;39081.5;39136.055555555555
331;2017;06;06;38517.13888888889;38505.305555555555;39093.819444444445;39064.84722222222
392;2017;06;07;37953.375;38049.041666666664;38516.180555555555;38540.65277777778
453;2017;06;08;37755.083333333336;37833.055555555555;38338.97222222222;38480.166666666664
514;2017;06;09;37657.083333333336;37713.72222222222;38380.694444444445;38511.52777777778
575;2017;06;10;36030.791666666664;36165.958333333336;37056.805555555555;37140.02777777778
636;2017;06;11;35117.61111111111;35271.48611111111;36200.944444444445;36326.055555555555
697;2017;06;12;35160.458333333336;35211.38888888889;36258.36111111111;36254.02777777778
758;2017;06;13;37236.34722222222;37303.805555555555;38076.47222222222;38055.291666666664
819;2017;06;14;37365.083333333336;37436.5;38143.125;38201.52777777778
880;2017;06;15;37382.930555555555;37483.15277777778;38185.72222222222;38195.09722222222
941;2017;06;16;37440.458333333336;37438.416666666664;38197.63888888889;38228.23611111111
1002;2017;06;17;35937.84722222222;35877.98611111111;36912.805555555555;36887.86111111111
1063;2017;06;18;35051.77777777778;35122.36111111111;35849.041666666664;36089.88888888889
1124;2017;06;19;37117.541666666664;37147.708333333336;37891.958333333336;37873.444444444445
1185;2017;06;20;37167.208333333336;37252.84722222222;37979.76388888889;38044.166666666664
1246;2017;06;21;37375.819444444445;37367.791666666664;38404.333333333336;38400.069444444445
1307;2017;06;22;37511.36111111111;37450.47222222222;38344.40277777778;38436.86111111111
1368;2017;06;23;37578.680555555555;37528.52777777778;38324.23611111111;38392.194444444445
1429;2017;06;24;36165.48611111111;36160.40277777778;37142.86111111111;37280.055555555555
1490;2017;06;25;35548.5;35562.166666666664;36557.055555555555;36659.97222222222
1551;2017;06;26;37419.625;37500.22222222222;38180.194444444445;38293.73611111111
1612;2017;06;27;37373.958333333336;37585.444444444445;38056.27777777778;38254.48611111111
1673;2017;06;28;37653.180555555555;37643.52777777778;38392.38888888889;38335.36111111111
1730;2017;06;29;37673.27777777778;37669.055555555555;38406.208333333336;38375.208333333336
1785;2017;06;30;37694.88888888889;37754.916666666664;38297.88888888889;38412.15277777778
31;2017;07;01;36244.208333333336;36396.65277777778;37097.23611111111;37178.48611111111
92;2017;07;02;35805.791666666664;35871.680555555555;36623.36111111111;36706.25
153;2017;07;03;37585.97222222222;37719.51388888889;38087.180555555555;38078.27777777778
214;2017;07;04;37414.819444444445;37577.875;37893.65277777778;38043.541666666664
275;2017;07;05;37043.72222222222;37187.194444444445;37457.375;37541.01388888889
336;2017;07;06;37243.0;37219.666666666664;37580.51388888889;37613.069444444445
397;2017;07;07;37149.15277777778;37153.59722222222;37696.583333333336;37709.40277777778
458;2017;07;08;35909.041666666664;35991.833333333336;36629.666666666664;36786.40277777778
519;2017;07;09;35201.333333333336;35306.069444444445;35941.805555555555;36083.694444444445
580;2017;07;10;36841.208333333336;36939.625;37548.680555555555;37624.40277777778
641;2017;07;11;36925.86111111111;36989.041666666664;37509.59722222222;37662.166666666664
702;2017;07;12;37051.47222222222;37055.76388888889;37562.47222222222;37671.180555555555
763;2017;07;13;37209.98611111111;37225.930555555555;37786.694444444445;37850.208333333336
824;2017;07;14;37304.875;37287.75;37926.13888888889;37905.944444444445
885;2017;07;15;35961.61111111111;35991.944444444445;36882.569444444445;36800.52777777778
946;2017;07;16;35579.88888888889;35580.916666666664;36408.02777777778;36381.01388888889
1007;2017;07;17;37482.72222222222;37553.416666666664;37955.61111111111;37999.666666666664
1068;2017;07;18;37564.541666666664;37650.416666666664;38074.041666666664;38105.13888888889
1129;2017;07;19;37336.75;37467.375;37858.75;37899.98611111111
1190;2017;07;20;37364.375;37350.25;37813.76388888889;37790.13888888889
1251;2017;07;21;37332.36111111111;37337.125;37785.583333333336;37793.86111111111
1312;2017;07;22;36139.25;36116.97222222222;36882.083333333336;36867.069444444445
1373;2017;07;23;35580.84722222222;35614.65277777778;36325.15277777778;36416.25
1434;2017;07;24;37546.59722222222;37480.52777777778;38052.708333333336;38005.97222222222
1495;2017;07;25;37555.569444444445;37544.73611111111;37989.47222222222;37941.083333333336
1556;2017;07;26;37867.84722222222;37833.65277777778;38342.76388888889;38264.166666666664
1617;2017;07;27;38327.944444444445;38235.38888888889;38931.61111111111;38822.84722222222
1678;2017;07;28;38538.680555555555;38450.416666666664;39091.875;39074.041666666664
1735;2017;07;29;37043.333333333336;37008.22222222222;37735.416666666664;37907.09722222222
1790;2017;07;30;36163.48611111111;36267.77777777778;36689.180555555555;37007.458333333336
1835;2017;07;31;37767.875;37895.194444444445;38270.09722222222;38420.59722222222
36;2017;08;01;37981.819444444445;38043.958333333336;38443.47222222222;38548.041666666664
97;2017;08;02;38207.916666666664;38245.875;38571.625;38680.194444444445
158;2017;08;03;38451.51388888889;38470.34722222222;39001.09722222222;39030.041666666664
219;2017;08;04;38672.625;38681.75;39356.819444444445;39308.125
280;2017;08;05;37374.944444444445;37415.194444444445;38174.11111111111;38235.805555555555
341;2017;08;06;36928.458333333336;36923.708333333336;37889.61111111111;37871.01388888889
402;2017;08;07;38662.458333333336;38766.319444444445;39316.47222222222;39468.333333333336
463;2017;08;08;38678.069444444445;38743.083333333336;39329.76388888889;39438.194444444445
524;2017;08;09;38490.34722222222;38610.09722222222;39086.319444444445;39307.708333333336
585;2017;08;10;38349.75;38422.319444444445;38794.90277777778;39029.805555555555
646;2017;08;11;38196.0;38251.625;38739.88888888889;38788.65277777778
707;2017;08;12;37016.23611111111;37107.819444444445;37806.88888888889;37892.59722222222
768;2017;08;13;36661.680555555555;36667.40277777778;37328.73611111111;37442.26388888889
829;2017;08;14;38460.583333333336;38497.555555555555;38811.01388888889;38927.40277777778
890;2017;08;15;38293.90277777778;38414.916666666664;38390.458333333336;38511.430555555555
951;2017;08;16;38262.444444444445;38331.34722222222;38363.26388888889;38381.819444444445
1012;2017;08;17;38306.77777777778;38315.13888888889;38351.819444444445;38364.76388888889
1073;2017;08;18;38293.555555555555;38331.26388888889;38477.291666666664;38425.458333333336
1134;2017;08;19;36931.944444444445;37032.72222222222;37400.09722222222;37552.09722222222
1195;2017;08;20;36559.48611111111;36647.51388888889;37133.708333333336;37278.72222222222
1256;2017;08;21;38616.194444444445;38638.47222222222;38793.86111111111;38851.041666666664
1317;2017;08;22;38726.84722222222;38713.791666666664;38868.73611111111;38808.02777777778
1378;2017;08;23;38469.305555555555;38554.63888888889;38611.125;38649.63888888889
1439;2017;08;24;38334.375;38345.0;38583.65277777778;38403.34722222222
1500;2017;08;25;38101.88888888889;38140.694444444445;38401.51388888889;38286.34722222222
1561;2017;08;26;36845.0;36885.26388888889;37486.77777777778;37477.833333333336
1622;2017;08;27;36414.583333333336;36385.76388888889;36976.84722222222;36966.63888888889
1683;2017;08;28;38503.625;38502.23611111111;38479.26388888889;38442.97222222222
1740;2017;08;29;38594.805555555555;38665.208333333336;38488.34722222222;38557.0
1795;2017;08;30;38393.75;38390.48611111111;38408.13888888889;38294.15277777778
1840;2017;08;31;38237.51388888889;38297.805555555555;38144.84722222222;38104.708333333336
41;2017;09;01;37477.708333333336;37689.34722222222;37506.680555555555;37796.041666666664
102;2017;09;02;36619.26388888889;36654.26388888889;37000.25;37042.52777777778
163;2017;09;03;36315.36111111111;36301.63888888889;36809.041666666664;36862.083333333336
224;2017;09;04;38345.819444444445;38355.333333333336;38617.59722222222;38676.541666666664
285;2017;09;05;38794.52777777778;38774.75;39008.02777777778;38917.15277777778
346;2017;09;06;39087.125;39047.73611111111;39517.680555555555;39421.333333333336
407;2017;09;07;38952.555555555555;38955.0;39210.34722222222;39210.98611111111
468;2017;09;08;39012.208333333336;39019.90277777778;39206.708333333336;39109.76388888889
529;2017;09;09;37780.25;37734.444444444445;38038.38888888889;37860.97222222222
590;2017;09;10;37290.958333333336;37333.48611111111;37689.041666666664;37686.75
651;2017;09;11;39294.944444444445;39266.52777777778;39355.65277777778;39382.125
712;2017;09;12;39319.819444444445;39357.680555555555;39572.291666666664;39493.48611111111
773;2017;09;13;39333.319444444445;39376.375;39571.055555555555;39520.958333333336
834;2017;09;14;39131.47222222222;39190.98611111111;39378.041666666664;39426.22222222222
895;2017;09;15;38968.166666666664;39011.02777777778;39204.26388888889;39257.805555555555
956;2017;09;16;37641.319444444445;37656.083333333336;37811.34722222222;37800.916666666664
1017;2017;09;17;37249.555555555555;37284.84722222222;37390.51388888889;37462.458333333336
1078;2017;09;18;39268.208333333336;39266.51388888889;39442.083333333336;39478.055555555555
1139;2017;09;19;39440.84722222222;39450.805555555555;39762.430555555555;39689.15277777778
1200;2017;09;20;39450.48611111111;39485.333333333336;39602.041666666664;39636.15277777778
1261;2017;09;21;39764.47222222222;39784.09722222222;39974.041666666664;39938.569444444445
1322;2017;09;22;40078.416666666664;39987.430555555555;40227.041666666664;40112.5
1383;2017;09;23;38900.38888888889;38846.25;38988.833333333336;38982.055555555555
1444;2017;09;24;38354.333333333336;38443.72222222222;38645.73611111111;38801.375
1505;2017;09;25;40684.944444444445;40641.65277777778;40684.194444444445;40659.333333333336
1566;2017;09;26;41135.319444444445;41163.27777777778;41052.916666666664;41155.319444444445
1627;2017;09;27;41568.72222222222;41535.22222222222;41615.208333333336;41574.02777777778
1688;2017;09;28;42018.958333333336;41980.430555555555;42011.34722222222;41908.51388888889
1745;2017;09;29;42299.15277777778;42276.208333333336;42330.305555555555;42329.34722222222
1800;2017;09;30;40875.90277777778;40930.583333333336;40872.63888888889;41034.22222222222
46;2017;10;01;40367.194444444445;40403.694444444445;40500.416666666664;40582.041666666664
107;2017;10;02;42924.15277777778;42908.01388888889;42786.11111111111;42729.319444444445
168;2017;10;03;43095.13888888889;43156.069444444445;43094.875;43083.27777777778
229;2017;10;04;42992.61111111111;43154.15277777778;43100.583333333336;43153.5
290;2017;10;05;42882.34722222222;43020.666666666664;42774.01388888889;42905.291666666664
351;2017;10;06;42763.51388888889;42828.708333333336;42662.291666666664;42766.77777777778
412;2017;10;07;41104.291666666664;41154.25;41587.125;41630.458333333336
473;2017;10;08;40327.875;40433.958333333336;40921.15277777778;41082.680555555555
534;2017;10;09;42213.458333333336;42390.569444444445;42224.180555555555;42367.15277777778
595;2017;10;10;42260.069444444445;42380.02777777778;42055.125;42298.76388888889
656;2017;10;11;42520.555555555555;42604.34722222222;42232.36111111111;42429.84722222222
717;2017;10;12;42729.444444444445;42684.166666666664;42416.61111111111;42441.63888888889
778;2017;10;13;42783.569444444445;42804.76388888889;42470.0;42528.819444444445
839;2017;10;14;41469.916666666664;41504.916666666664;41646.541666666664;41749.041666666664
900;2017;10;15;41092.59722222222;41100.48611111111;41319.916666666664;41359.555555555555
961;2017;10;16;43093.84722222222;43141.63888888889;42639.73611111111;42805.708333333336
1022;2017;10;17;42935.305555555555;43020.458333333336;42508.944444444445;42694.13888888889
1083;2017;10;18;43023.86111111111;43091.625;42668.01388888889;42885.166666666664
1144;2017;10;19;43096.555555555555;43080.25;42711.65277777778;42768.75
1205;2017;10;20;43316.458333333336;43316.541666666664;43054.76388888889;43039.97222222222
1266;2017;10;21;42398.791666666664;42360.59722222222;42686.875;42604.180555555555
1327;2017;10;22;42044.569444444445;42096.333333333336;42396.86111111111;42422.708333333336
1388;2017;10;23;44318.52777777778;44414.72222222222;44329.166666666664;44288.375
1449;2017;10;24;44714.52777777778;44761.11111111111;44799.72222222222;44850.583333333336
1510;2017;10;25;44965.75;44981.694444444445;44769.90277777778;44807.625
1571;2017;10;26;45349.583333333336;45243.194444444445;45311.38888888889;45154.805555555555
1632;2017;10;27;45377.47222222222;45358.61111111111;45261.63888888889;45293.36111111111
1693;2017;10;28;43879.430555555555;43884.208333333336;44188.88888888889;44163.40277777778
1750;2017;10;29;43035.166666666664;43161.13888888889;43365.916666666664;43394.180555555555
1805;2017;10;30;44732.875;44846.694444444445;44726.48611111111;44778.791666666664
1845;2017;10;31;44815.34722222222;44872.569444444445;44821.52777777778;44808.15277777778
52;2017;11;01;44966.75;45033.555555555555;45063.61111111111;45225.375
113;2017;11;02;45113.38888888889;45103.125;45192.11111111111;45278.805555555555
174;2017;11;03;44885.38888888889;45031.708333333336;45058.305555555555;45195.65277777778
235;2017;11;04;42997.375;43112.694444444445;43504.0;43643.944444444445
296;2017;11;05;42613.97222222222;42719.416666666664;43142.47222222222;43241.305555555555
357;2017;11;06;43261.708333333336;43152.02777777778;43793.875;43608.958333333336
418;2017;11;07;44967.65277777778;44952.0;45195.930555555555;45140.319444444445
479;2017;11;08;45012.61111111111;45066.875;45221.61111111111;45232.84722222222
540;2017;11;09;45284.63888888889;45256.458333333336;45653.069444444445;45529.77777777778
601;2017;11;10;45663.98611111111;45578.75;46062.88888888889;45905.555555555555
662;2017;11;11;44358.444444444445;44296.430555555555;44904.36111111111;44721.555555555555
723;2017;11;12;43668.72222222222;43750.555555555555;44308.291666666664;44362.25
784;2017;11;13;45821.680555555555;45807.52777777778;46255.916666666664;46213.88888888889
845;2017;11;14;45935.444444444445;45986.041666666664;46312.13888888889;46374.041666666664
906;2017;11;15;46166.055555555555;46204.125;46403.194444444445;46471.23611111111
967;2017;11;16;46317.319444444445;46364.166666666664;46553.09722222222;46570.194444444445
1028;2017;11;17;46241.0;46306.208333333336;46668.069444444445;46624.041666666664
1089;2017;11;18;44800.65277777778;44853.569444444445;45577.75;45537.180555555555
1150;2017;11;19;43980.916666666664;43996.63888888889;44758.34722222222;44879.52777777778
1211;2017;11;20;46024.569444444445;45212.88888888889;46294.041666666664;46384.51388888889
1272;2017;11;21;45997.569444444445;45256.625;46234.291666666664;46353.680555555555
1333;2017;11;22;46240.36111111111;45409.15277777778;46483.90277777778;46563.805555555555
1394;2017;11;23;46703.708333333336;45863.083333333336;47010.47222222222;47029.27777777778
1455;2017;11;24;47017.52777777778;46140.791666666664;47475.680555555555;47453.875
