;YEAR;MONTH;DAY;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
1516;2017;11;25;45736.51388888889;44951.52777777778;46638.166666666664;46657.916666666664
1577;2017;11;26;45275.666666666664;44538.63888888889;46294.680555555555;46399.819444444445
1638;2017;11;27;47900.944444444445;46963.375;48545.430555555555;48440.0
1699;2017;11;28;48274.38888888889;47316.73611111111;48885.069444444445;48713.083333333336
1756;2017;11;29;48514.444444444445;47604.208333333336;49084.22222222222;48974.319444444445
1811;2017;11;30;48217.416666666664;47389.333333333336;48721.583333333336;48868.291666666664
58;2017;12;01;48008.958333333336;47154.38888888889;48473.86111111111;48439.319444444445
119;2017;12;02;46531.72222222222;45710.5;47381.569444444445;47281.97222222222
180;2017;12;03;45523.15277777778;44853.055555555555;46418.48611111111;46465.305555555555
241;2017;12;04;47357.51388888889;46582.73611111111;47787.055555555555;47763.375
302;2017;12;05;47333.52777777778;46620.875;47577.916666666664;47724.944444444445
363;2017;12;06;46488.40277777778;46750.75;47802.416666666664;47794.23611111111
424;2017;12;07;46722.041666666664;46957.833333333336;48056.458333333336;48062.708333333336
485;2017;12;08;47005.86111111111;47195.25;48367.180555555555;48389.375
546;2017;12;09;45570.416666666664;45806.26388888889;47371.305555555555;47406.23611111111
607;2017;12;10;44978.708333333336;45155.36111111111;46781.52777777778;46822.875
668;2017;12;11;47186.875;47356.583333333336;48501.166666666664;48578.083333333336
729;2017;12;12;47248.27777777778;47508.555555555555;48518.63888888889;48544.88888888889
790;2017;12;13;47206.72222222222;47405.944444444445;48326.84722222222;48242.61111111111
851;2017;12;14;47343.90277777778;47543.333333333336;48324.02777777778;48453.09722222222
912;2017;12;15;47258.02777777778;47445.09722222222;48101.416666666664;48195.291666666664
973;2017;12;16;45649.38888888889;45858.36111111111;46863.90277777778;47011.875
1034;2017;12;17;44938.76388888889;45143.180555555555;46512.15277777778;46640.375
1095;2017;12;18;47172.125;47397.34722222222;48532.38888888889;48633.194444444445
1156;2017;12;19;47226.444444444445;47483.76388888889;48656.48611111111;48757.15277777778
1217;2017;12;20;47390.75;47610.75;48839.90277777778;48885.52777777778
1278;2017;12;21;47537.583333333336;47745.5;48994.76388888889;49108.055555555555
1339;2017;12;22;47407.97222222222;47696.02777777778;48920.944444444445;49038.0
1400;2017;12;23;45954.76388888889;46198.73611111111;47806.02777777778;47823.569444444445
1461;2017;12;24;45334.86111111111;45580.38888888889;46967.666666666664;46969.194444444445
1522;2017;12;25;47481.52777777778;47683.166666666664;49087.625;48967.61111111111
1583;2017;12;26;47292.583333333336;47607.375;48828.805555555555;48824.180555555555
1644;2017;12;27;46737.09722222222;47048.98611111111;48201.875;48207.680555555555
1704;2017;12;28;46313.15277777778;46574.13888888889;47815.61111111111;47720.319444444445
1761;2017;12;29;45289.055555555555;45649.930555555555;46755.47222222222;46752.97222222222
1816;2017;12;30;44027.958333333336;44261.041666666664;45711.444444444445;45644.36111111111
1851;2017;12;31;43318.25;43600.11111111111;45095.98611111111;45206.26388888889
2;2018;01;01;40856.430555555555;41041.833333333336;42330.958333333336;42432.194444444445
63;2018;01;02;41878.569444444445;42055.09722222222;43641.98611111111;43573.694444444445
124;2018;01;03;42815.23611111111;42956.194444444445;44671.76388888889;44362.47222222222
185;2018;01;04;43433.01388888889;43615.22222222222;45248.666666666664;45105.555555555555
246;2018;01;05;43985.944444444445;44192.444444444445;45857.708333333336;45809.680555555555
307;2018;01;06;44046.61111111111;44271.444444444445;45875.444444444445;45926.694444444445
368;2018;01;07;43099.708333333336;43366.805555555555;44799.333333333336;44963.041666666664
429;2018;01;08;44082.069444444445;44224.125;45939.666666666664;45894.77777777778
490;2018;01;09;46310.694444444445;46608.208333333336;47684.194444444445;47813.34722222222
551;2018;01;10;46560.73611111111;46803.916666666664;47876.819444444445;47973.416666666664
612;2018;01;11;46821.833333333336;46986.694444444445;48146.36111111111;48116.47222222222
673;2018;01;12;47403.15277777778;47523.083333333336;48822.01388888889;48724.09722222222
734;2018;01;13;46624.23611111111;46693.97222222222;48483.72222222222;48156.666666666664
795;2018;01;14;46090.041666666664;46337.26388888889;47860.52777777778;47821.833333333336
856;2018;01;15;48149.76388888889;48354.63888888889;49551.541666666664;49386.875
917;2018;01;16;47963.86111111111;48252.26388888889;49222.13888888889;49153.416666666664
978;2018;01;17;48178.430555555555;48368.305555555555;49422.61111111111;49394.694444444445
1039;2018;01;18;48365.27777777778;48542.791666666664;49682.958333333336;49683.09722222222
1100;2018;01;19;48485.416666666664;48720.26388888889;49874.86111111111;49869.083333333336
1161;2018;01;20;47302.180555555555;47538.333333333336;49075.208333333336;49013.61111111111
1222;2018;01;21;46635.23611111111;46858.01388888889;48333.958333333336;48421.76388888889
1283;2018;01;22;48969.22222222222;49126.583333333336;50205.208333333336;50151.38888888889
1344;2018;01;23;49187.208333333336;49413.65277777778;50449.583333333336;50528.416666666664
1405;2018;01;24;49274.083333333336;49550.166666666664;50641.833333333336;50723.930555555555
1466;2018;01;25;49443.055555555555;49599.458333333336;50657.666666666664;50669.708333333336
1527;2018;01;26;49370.805555555555;49533.416666666664;50763.680555555555;50680.930555555555
1588;2018;01;27;47673.916666666664;47882.98611111111;49486.291666666664;49492.694444444445
1649;2018;01;28;46768.0;47020.916666666664;48586.180555555555;48686.194444444445
1709;2018;01;29;48559.59722222222;48846.61111111111;49908.166666666664;50056.90277777778
1766;2018;01;30;48219.88888888889;48504.97222222222;49493.0;49680.02777777778
1821;2018;01;31;48194.333333333336;48420.26388888889;49453.97222222222;49600.25
7;2018;02;01;48280.25;48550.805555555555;49481.625;49691.51388888889
68;2018;02;02;48237.680555555555;48492.40277777778;49513.73611111111;49595.52777777778
129;2018;02;03;46367.055555555555;46612.958333333336;47932.333333333336;47974.708333333336
190;2018;02;04;45663.708333333336;45951.51388888889;47169.26388888889;47281.833333333336
251;2018;02;05;47796.90277777778;48109.555555555555;48987.59722222222;49131.125
312;2018;02;06;47907.458333333336;48219.48611111111;49268.916666666664;49220.125
373;2018;02;07;47935.11111111111;48190.041666666664;49126.25;49211.805555555555
434;2018;02;08;47823.583333333336;48066.02777777778;49084.541666666664;49104.666666666664
495;2018;02;09;47903.458333333336;48100.958333333336;49149.52777777778;49168.72222222222
556;2018;02;10;46302.15277777778;46559.11111111111;48073.125;48112.23611111111
617;2018;02;11;45607.38888888889;45893.791666666664;47288.86111111111;47426.26388888889
678;2018;02;12;47658.444444444445;47985.819444444445;48956.40277777778;49092.76388888889
739;2018;02;13;47915.84722222222;48097.833333333336;49120.51388888889;49150.15277777778
800;2018;02;14;48192.77777777778;48358.819444444445;49400.458333333336;49418.27777777778
861;2018;02;15;48062.333333333336;48298.73611111111;49310.5;49326.09722222222
922;2018;02;16;47949.875;48113.791666666664;49272.569444444445;49159.5
983;2018;02;17;46304.61111111111;46486.319444444445;47846.430555555555;47871.555555555555
1044;2018;02;18;45485.01388888889;45743.40277777778;47089.27777777778;47257.458333333336
1105;2018;02;19;47379.73611111111;47632.569444444445;48639.40277777778;48724.61111111111
1166;2018;02;20;47557.15277777778;47738.833333333336;48814.23611111111;48859.875
1227;2018;02;21;47860.88888888889;48042.13888888889;49248.40277777778;49217.180555555555
1288;2018;02;22;47916.40277777778;48026.833333333336;49310.5;49280.5
1349;2018;02;23;46389.041666666664;46645.791666666664;48330.23611111111;48256.76388888889
1410;2018;02;24;46478.819444444445;46700.541666666664;48310.26388888889;48332.875
1471;2018;02;25;46481.0;46756.76388888889;48322.319444444445;48419.875
1532;2018;02;26;48786.25;48946.0;50144.541666666664;50186.819444444445
1593;2018;02;27;49149.930555555555;49269.291666666664;50465.819444444445;50500.27777777778
1654;2018;02;28;49161.15277777778;49285.694444444445;50508.791666666664;50508.59722222222
12;2018;03;01;48729.666666666664;48924.791666666664;49984.09722222222;50126.47222222222
73;2018;03;02;48407.944444444445;48620.583333333336;49818.97222222222;49866.444444444445
134;2018;03;03;46862.083333333336;46968.944444444445;48591.76388888889;48544.208333333336
195;2018;03;04;46012.65277777778;46200.63888888889;47664.40277777778;47690.5
256;2018;03;05;47737.680555555555;47973.63888888889;48993.319444444445;49116.77777777778
317;2018;03;06;47508.833333333336;47739.02777777778;48714.375;48854.569444444445
378;2018;03;07;47203.583333333336;47399.916666666664;48561.375;48657.15277777778
439;2018;03;08;44582.13888888889;44956.916666666664;46417.36111111111;46677.22222222222
500;2018;03;09;44904.27777777778;45133.34722222222;46826.541666666664;46860.194444444445
561;2018;03;10;45142.75;45323.26388888889;47144.708333333336;47050.180555555555
622;2018;03;11;44876.97222222222;45081.76388888889;47091.791666666664;47026.09722222222
683;2018;03;12;46868.27777777778;47091.25;48508.541666666664;48459.38888888889
744;2018;03;13;46666.944444444445;46900.944444444445;48206.666666666664;48224.041666666664
805;2018;03;14;46583.72222222222;46790.25;48062.194444444445;48088.59722222222
866;2018;03;15;46508.63888888889;46672.73611111111;47946.48611111111;47957.73611111111
927;2018;03;16;46234.01388888889;46442.26388888889;47645.194444444445;47705.09722222222
988;2018;03;17;44869.069444444445;45062.63888888889;46640.875;46760.98611111111
1049;2018;03;18;44145.97222222222;44406.65277777778;45997.86111111111;46176.98611111111
1110;2018;03;19;46096.319444444445;46306.541666666664;47452.319444444445;47574.73611111111
1171;2018;03;20;45797.555555555555;46010.73611111111;47174.375;47223.40277777778
1232;2018;03;21;45712.72222222222;45963.680555555555;47121.680555555555;47233.291666666664
1293;2018;03;22;45489.51388888889;45782.72222222222;46704.01388888889;46979.055555555555
1354;2018;03;23;45458.88888888889;45636.23611111111;46889.47222222222;46943.15277777778
1415;2018;03;24;43945.09722222222;44128.73611111111;45895.59722222222;45853.791666666664
1476;2018;03;25;43226.47222222222;43477.59722222222;45241.01388888889;45284.055555555555
1537;2018;03;26;44789.055555555555;45063.98611111111;46345.055555555555;46464.833333333336
1598;2018;03;27;44793.25;44992.84722222222;46327.97222222222;46425.833333333336
1659;2018;03;28;44800.98611111111;45016.791666666664;46371.375;46495.708333333336
1716;2018;03;29;44782.555555555555;44992.916666666664;46495.34722222222;46515.76388888889
1771;2018;03;30;44709.61111111111;44889.083333333336;46374.666666666664;46453.375
1826;2018;03;31;43430.194444444445;43604.5;45346.5;45384.11111111111
17;2018;04;01;42434.76388888889;42648.708333333336;44368.73611111111;44475.25
78;2018;04;02;43941.11111111111;44063.125;45464.97222222222;45454.90277777778
139;2018;04;03;43786.305555555555;44012.180555555555;45320.34722222222;45353.02777777778
200;2018;04;04;43453.541666666664;43689.944444444445;44932.73611111111;45106.555555555555
261;2018;04;05;43157.86111111111;43344.98611111111;44586.694444444445;44653.180555555555
322;2018;04;06;42654.208333333336;42878.27777777778;44140.680555555555;44273.90277777778
383;2018;04;07;41342.11111111111;41520.51388888889;43223.069444444445;43220.52777777778
444;2018;04;08;39801.708333333336;40162.083333333336;41766.916666666664;42032.51388888889
505;2018;04;09;41552.38888888889;41892.47222222222;42966.5;43254.36111111111
566;2018;04;10;41366.15277777778;41519.791666666664;42912.041666666664;42899.13888888889
627;2018;04;11;41712.63888888889;41853.25;43277.791666666664;43312.833333333336
688;2018;04;12;41681.833333333336;41869.305555555555;43281.97222222222;43425.069444444445
749;2018;04;13;41495.208333333336;41685.23611111111;42975.166666666664;43167.47222222222
810;2018;04;14;40173.88888888889;40389.083333333336;42155.055555555555;42113.916666666664
871;2018;04;15;39295.375;39483.444444444445;41337.541666666664;41382.375
932;2018;04;16;40726.98611111111;40964.84722222222;42360.416666666664;42493.319444444445
993;2018;04;17;40400.88888888889;40610.76388888889;42033.23611111111;42100.666666666664
1054;2018;04;18;41034.458333333336;41115.65277777778;42495.98611111111;42441.09722222222
1115;2018;04;19;41140.65277777778;41266.125;42519.5;42482.069444444445
1176;2018;04;20;40971.77777777778;41101.75;42359.055555555555;42353.77777777778
1237;2018;04;21;39581.40277777778;39809.11111111111;41226.458333333336;41378.97222222222
1298;2018;04;22;39268.34722222222;39345.51388888889;40974.75;40982.180555555555
1359;2018;04;23;40945.930555555555;41110.583333333336;42299.88888888889;42374.52777777778
1420;2018;04;24;40942.22222222222;41076.666666666664;42307.5;42251.833333333336
1481;2018;04;25;40650.48611111111;40800.02777777778;41956.625;41960.180555555555
1542;2018;04;26;40596.73611111111;40726.625;41880.73611111111;41884.569444444445
1603;2018;04;27;40116.694444444445;40304.09722222222;41439.208333333336;41510.61111111111
1664;2018;04;28;39585.13888888889;39689.75;40909.59722222222;40977.27777777778
1721;2018;04;29;37809.541666666664;37982.458333333336;39216.47222222222;39422.13888888889
1776;2018;04;30;37420.916666666664;37575.48611111111;39026.875;39104.694444444445
22;2018;05;01;36551.84722222222;36766.958333333336;38364.11111111111;38479.11111111111
83;2018;05;02;36775.36111111111;36954.569444444445;38518.61111111111;38677.791666666664
144;2018;05;03;37971.22222222222;38245.75;39422.73611111111;39545.555555555555
205;2018;05;04;38135.15277777778;38242.819444444445;39561.666666666664;39452.77777777778
266;2018;05;05;37317.194444444445;37454.416666666664;39173.333333333336;39077.98611111111
327;2018;05;06;36820.333333333336;36951.916666666664;38574.944444444445;38583.40277777778
388;2018;05;07;38300.680555555555;38432.38888888889;39647.15277777778;39611.819444444445
449;2018;05;08;37973.458333333336;38154.88888888889;39262.51388888889;39281.36111111111
510;2018;05;09;36093.194444444445;36250.38888888889;37529.791666666664;37634.22222222222
571;2018;05;10;38081.791666666664;38115.23611111111;39242.680555555555;39271.90277777778
632;2018;05;11;38280.375;38311.569444444445;39569.01388888889;39460.166666666664
693;2018;05;12;37111.75;37164.25;38445.90277777778;38413.65277777778
754;2018;05;13;36372.84722222222;36493.194444444445;37716.22222222222;37694.930555555555
815;2018;05;14;37865.708333333336;38005.98611111111;38887.875;38976.84722222222
876;2018;05;15;37648.680555555555;37891.75;38656.27777777778;38840.77777777778
937;2018;05;16;37896.13888888889;38011.055555555555;39072.25;39141.541666666664
998;2018;05;17;37913.444444444445;38018.40277777778;39133.77777777778;39184.708333333336
1059;2018;05;18;37988.319444444445;38101.444444444445;39272.430555555555;39258.61111111111
1120;2018;05;19;36848.708333333336;36923.208333333336;38489.15277777778;38362.63888888889
1181;2018;05;20;36129.26388888889;36298.944444444445;37736.0;37747.083333333336
1242;2018;05;21;37668.15277777778;37817.97222222222;38746.98611111111;38810.02777777778
1303;2018;05;22;37677.48611111111;37782.305555555555;38815.541666666664;38889.65277777778
1364;2018;05;23;37674.166666666664;37787.77777777778;38914.02777777778;38950.26388888889
1425;2018;05;24;37644.055555555555;37802.51388888889;38803.02777777778;38912.5
1486;2018;05;25;37877.458333333336;37958.930555555555;39178.01388888889;39209.819444444445
1547;2018;05;26;36589.194444444445;36744.75;38207.430555555555;38228.583333333336
1608;2018;05;27;35818.11111111111;36009.930555555555;37502.694444444445;37557.02777777778
1669;2018;05;28;37675.541666666664;37791.833333333336;38961.0;39027.01388888889
1726;2018;05;29;37661.666666666664;37790.069444444445;39069.22222222222;39067.694444444445
1781;2018;05;30;37547.291666666664;37759.23611111111;38869.98611111111;38996.11111111111
1831;2018;05;31;37835.069444444445;37878.90277777778;39147.77777777778;39062.5
27;2018;06;01;38060.416666666664;38095.63888888889;39429.97222222222;39387.09722222222
88;2018;06;02;36690.90277777778;36828.27777777778;38211.319444444445;38304.01388888889
149;2018;06;03;35926.444444444445;36042.11111111111;37590.194444444445;37615.01388888889
210;2018;06;04;37630.708333333336;37750.40277777778;38989.77777777778;39111.208333333336
271;2018;06;05;37425.625;37553.666666666664;38765.416666666664;38947.541666666664
332;2018;06;06;37315.40277777778;37459.041666666664;38708.90277777778;38813.291666666664
393;2018;06;07;37295.47222222222;37429.180555555555;38662.458333333336;38792.916666666664
454;2018;06;08;37671.930555555555;37704.069444444445;38981.38888888889;38990.77777777778
515;2018;06;09;37507.944444444445;37565.25;38829.86111111111;38817.194444444445
576;2018;06;10;36059.194444444445;36127.541666666664;37694.09722222222;37699.22222222222
637;2018;06;11;35884.11111111111;35984.555555555555;37555.40277777778;37561.791666666664
698;2018;06;12;35703.291666666664;35845.694444444445;37364.09722222222;37388.51388888889
759;2018;06;13;37422.63888888889;37484.194444444445;38724.26388888889;38714.541666666664
820;2018;06;14;37560.5;37682.375;38884.63888888889;38884.708333333336
881;2018;06;15;37446.27777777778;37644.291666666664;38734.15277777778;38947.09722222222
942;2018;06;16;36314.583333333336;36392.805555555555;38201.083333333336;38091.555555555555
1003;2018;06;17;35639.27777777778;35774.833333333336;37501.694444444445;37538.944444444445
1064;2018;06;18;37370.63888888889;37504.52777777778;38834.916666666664;38897.569444444445
1125;2018;06;19;37333.083333333336;37429.680555555555;38678.5;38718.36111111111
1186;2018;06;20;37374.13888888889;37526.291666666664;38709.02777777778;38792.569444444445
1247;2018;06;21;37521.430555555555;37587.305555555555;38931.930555555555;38926.319444444445
1308;2018;06;22;37972.02777777778;38013.930555555555;39247.166666666664;39308.944444444445
1369;2018;06;23;36542.458333333336;36663.01388888889;38063.125;38119.01388888889
1430;2018;06;24;35904.52777777778;36073.375;37361.40277777778;37459.51388888889
1491;2018;06;25;37906.51388888889;37978.444444444445;39192.944444444445;39151.083333333336
1552;2018;06;26;38191.305555555555;38280.13888888889;39468.916666666664;39389.319444444445
1613;2018;06;27;38452.833333333336;38559.916666666664;39749.36111111111;39708.01388888889
1674;2018;06;28;38615.84722222222;38746.333333333336;40044.791666666664;39976.333333333336
1731;2018;06;29;38454.416666666664;38725.416666666664;39763.125;39949.59722222222
1786;2018;06;30;36985.0;37161.833333333336;38593.944444444445;38746.208333333336
32;2018;07;01;36514.02777777778;36614.069444444445;38166.72222222222;38202.833333333336
93;2018;07;02;38142.541666666664;38402.63888888889;39385.27777777778;39550.958333333336
154;2018;07;03;37744.38888888889;38045.625;39085.694444444445;39221.166666666664
215;2018;07;04;37562.61111111111;37770.09722222222;38746.333333333336;38935.083333333336
276;2018;07;05;37360.86111111111;37586.27777777778;38556.930555555555;38726.319444444445
337;2018;07;06;37285.569444444445;37456.65277777778;38396.0;38513.805555555555
398;2018;07;07;36080.09722222222;36261.0;37206.208333333336;37232.194444444445
459;2018;07;08;35672.59722222222;35898.305555555555;36828.51388888889;36860.194444444445
520;2018;07;09;37701.166666666664;37820.5;38875.98611111111;38846.625
581;2018;07;10;37962.541666666664;38099.51388888889;39102.125;39218.34722222222
642;2018;07;11;38219.555555555555;38317.791666666664;39368.15277777778;39320.055555555555
703;2018;07;12;38235.666666666664;38408.055555555555;39334.88888888889;39421.791666666664
764;2018;07;13;38208.180555555555;38322.666666666664;39195.38888888889;39369.98611111111
825;2018;07;14;36759.208333333336;37007.625;37774.944444444445;38018.791666666664
886;2018;07;15;36199.430555555555;36314.333333333336;37196.944444444445;37374.208333333336
947;2018;07;16;38002.291666666664;38117.291666666664;39053.166666666664;39215.86111111111
1008;2018;07;17;37809.291666666664;37989.125;38894.805555555555;39162.319444444445
1069;2018;07;18;37675.819444444445;37930.055555555555;38848.166666666664;39065.833333333336
1130;2018;07;19;37779.069444444445;37931.569444444445;38868.65277777778;39041.916666666664
1191;2018;07;20;37770.98611111111;37896.416666666664;38854.98611111111;38996.97222222222
1252;2018;07;21;36369.97222222222;36538.36111111111;37598.86111111111;37671.041666666664
1313;2018;07;22;35831.97222222222;36056.069444444445;37195.5;37295.055555555555
1374;2018;07;23;37372.125;37626.375;38630.694444444445;38867.680555555555
1435;2018;07;24;37596.430555555555;37714.916666666664;38775.59722222222;38808.38888888889
1496;2018;07;25;37901.305555555555;38000.833333333336;39047.944444444445;39012.805555555555
1557;2018;07;26;38391.958333333336;38477.944444444445;39647.11111111111;39637.791666666664
1618;2018;07;27;38709.444444444445;38806.25;39974.61111111111;39864.25
1679;2018;07;28;37305.166666666664;37461.569444444445;38377.22222222222;38426.875
1736;2018;07;29;36617.61111111111;36803.430555555555;37713.805555555555;37880.833333333336
1791;2018;07;30;38096.180555555555;38335.22222222222;39417.569444444445;39578.555555555555
1836;2018;07;31;38104.77777777778;38269.65277777778;39395.40277777778;39384.26388888889
37;2018;08;01;38224.430555555555;38295.319444444445;39655.916666666664;39661.180555555555
98;2018;08;02;38150.27777777778;38221.27777777778;39680.51388888889;39831.11111111111
159;2018;08;03;38239.305555555555;38351.694444444445;39824.01388888889;39832.055555555555
220;2018;08;04;36642.375;36844.5;38377.875;38380.52777777778
281;2018;08;05;36320.27777777778;36408.791666666664;38016.069444444445;37976.083333333336
342;2018;08;06;38061.458333333336;38238.069444444445;39689.01388888889;39714.166666666664
403;2018;08;07;37956.97222222222;38165.569444444445;39501.63888888889;39632.208333333336
464;2018;08;08;37620.708333333336;37869.72222222222;39208.680555555555;39324.38888888889
525;2018;08;09;37327.625;37500.625;38878.25;39067.583333333336
586;2018;08;10;37284.0;37439.88888888889;38839.61111111111;38899.430555555555
647;2018;08;11;36041.458333333336;36189.76388888889;37645.73611111111;37498.90277777778
708;2018;08;12;35727.72222222222;35908.27777777778;37203.5;37211.72222222222
769;2018;08;13;37520.708333333336;37693.055555555555;38858.63888888889;38948.041666666664
830;2018;08;14;37425.40277777778;37657.180555555555;38885.208333333336;38900.694444444445
891;2018;08;15;37864.5;38012.84722222222;39352.305555555555;39286.791666666664
952;2018;08;16;37987.01388888889;38180.458333333336;39501.11111111111;39468.86111111111
1013;2018;08;17;37859.930555555555;38039.208333333336;39348.041666666664;39336.52777777778
1074;2018;08;18;36522.34722222222;36686.86111111111;38256.90277777778;38196.875
1135;2018;08;19;35813.305555555555;36023.47222222222;37667.23611111111;37682.61111111111
1196;2018;08;20;37565.97222222222;37713.65277777778;39002.0;39056.48611111111
1257;2018;08;21;37608.166666666664;37789.069444444445;38959.40277777778;39062.61111111111
1318;2018;08;22;37652.5;37815.333333333336;38889.01388888889;38978.51388888889
1379;2018;08;23;37570.555555555555;37759.694444444445;38957.52777777778;39115.166666666664
1440;2018;08;24;37661.625;37817.98611111111;39033.38888888889;39046.15277777778
1501;2018;08;25;36583.069444444445;36731.51388888889;38138.48611111111;38071.22222222222
1562;2018;08;26;36084.84722222222;36264.125;37581.805555555555;37581.01388888889
1623;2018;08;27;37907.791666666664;38072.72222222222;39465.444444444445;39536.47222222222
1684;2018;08;28;37948.958333333336;38110.833333333336;39519.569444444445;39557.708333333336
1741;2018;08;29;38181.59722222222;38386.84722222222;39734.805555555555;39793.291666666664
1796;2018;08;30;38239.083333333336;38341.65277777778;39780.083333333336;39708.430555555555
1841;2018;08;31;38175.083333333336;38324.319444444445;39812.833333333336;39781.208333333336
42;2018;09;01;36600.430555555555;36821.083333333336;38401.875;38374.055555555555
103;2018;09;02;36186.63888888889;36339.15277777778;37813.694444444445;37756.541666666664
164;2018;09;03;37820.166666666664;38040.52777777778;39553.444444444445;39633.25
225;2018;09;04;37735.97222222222;37975.041666666664;39343.23611111111;39534.97222222222
286;2018;09;05;37833.805555555555;38051.77777777778;39394.26388888889;39522.73611111111
347;2018;09;06;37791.01388888889;37959.291666666664;39375.88888888889;39477.666666666664
408;2018;09;07;37786.305555555555;37926.25;39461.25;39512.52777777778
469;2018;09;08;36588.166666666664;36686.26388888889;38237.98611111111;38297.76388888889
530;2018;09;09;36308.125;36386.76388888889;37844.63888888889;37893.47222222222
591;2018;09;10;38160.47222222222;38283.666666666664;39859.27777777778;39875.166666666664
652;2018;09;11;38267.430555555555;38466.25;39734.11111111111;39969.72222222222
713;2018;09;12;38511.63888888889;38622.680555555555;39957.680555555555;39982.11111111111
774;2018;09;13;38661.666666666664;38767.041666666664;40228.916666666664;40194.77777777778
835;2018;09;14;38624.52777777778;38689.01388888889;40117.555555555555;40055.98611111111
896;2018;09;15;37366.36111111111;37491.84722222222;38893.680555555555;38891.76388888889
957;2018;09;16;36818.26388888889;36973.09722222222;38411.15277777778;38419.583333333336
1018;2018;09;17;38580.833333333336;38724.958333333336;40241.694444444445;40189.819444444445
1079;2018;09;18;38618.625;38803.13888888889;40088.569444444445;40183.708333333336
1140;2018;09;19;38723.09722222222;38913.875;40168.59722222222;40198.13888888889
1201;2018;09;20;38786.208333333336;38937.38888888889;40348.98611111111;40235.805555555555
1262;2018;09;21;38638.083333333336;38817.055555555555;40117.47222222222;40041.59722222222
1323;2018;09;22;37400.041666666664;37560.73611111111;38557.694444444445;38757.916666666664
1384;2018;09;23;36927.75;37105.805555555555;38258.02777777778;38405.819444444445
1445;2018;09;24;38944.63888888889;39068.86111111111;40361.208333333336;40452.583333333336
1506;2018;09;25;39406.805555555555;39495.444444444445;40955.875;40860.791666666664
1567;2018;09;26;39579.59722222222;39768.86111111111;41165.083333333336;41185.22222222222
1628;2018;09;27;40156.47222222222;40271.305555555555;42008.569444444445;41745.72222222222
1689;2018;09;28;40360.90277777778;40509.75;42065.708333333336;42104.875
1746;2018;09;29;39179.09722222222;39329.90277777778;40776.63888888889;40881.125
1801;2018;09;30;38575.291666666664;38811.819444444445;40110.694444444445;40207.625
47;2018;10;01;40116.47222222222;40437.77777777778;41494.444444444445;41777.02777777778
108;2018;10;02;40422.416666666664;40628.13888888889;41586.73611111111;41801.916666666664
169;2018;10;03;40714.694444444445;40897.73611111111;41999.194444444445;42090.819444444445
230;2018;10;04;40734.97222222222;40964.833333333336;42191.680555555555;42280.59722222222
291;2018;10;05;41123.15277777778;41272.26388888889;42399.84722222222;42456.97222222222
352;2018;10;06;40102.65277777778;40197.833333333336;41618.083333333336;41532.52777777778
413;2018;10;07;39306.02777777778;39505.34722222222;40927.22222222222;41011.72222222222
474;2018;10;08;41231.625;41391.916666666664;42559.61111111111;42682.541666666664
535;2018;10;09;41209.40277777778;41397.48611111111;42518.041666666664;42710.88888888889
596;2018;10;10;41236.22222222222;41457.541666666664;42648.09722222222;42736.59722222222
657;2018;10;11;41122.15277777778;41380.02777777778;42399.791666666664;42597.63888888889
718;2018;10;12;41436.194444444445;41589.375;42785.805555555555;42781.930555555555
779;2018;10;13;40209.180555555555;40397.52777777778;41864.65277777778;41767.166666666664
840;2018;10;14;39570.13888888889;39751.11111111111;41241.125;41235.76388888889
901;2018;10;15;41194.333333333336;41446.375;42590.13888888889;42665.458333333336
962;2018;10;16;41122.15277777778;41344.22222222222;42882.34722222222;42890.75
1023;2018;10;17;41188.333333333336;41345.84722222222;42810.75;42879.375
1084;2018;10;18;41316.59722222222;41425.48611111111;43118.541666666664;43016.84722222222
1145;2018;10;19;41387.77777777778;41506.805555555555;43089.819444444445;43044.944444444445
1206;2018;10;20;40516.375;40656.26388888889;42299.041666666664;42371.34722222222
1267;2018;10;21;40243.819444444445;40371.958333333336;41976.458333333336;42089.625
1328;2018;10;22;42239.27777777778;42353.65277777778;43590.63888888889;43622.430555555555
1389;2018;10;23;42543.40277777778;42723.63888888889;43929.84722222222;44047.944444444445
1450;2018;10;24;42655.333333333336;42814.305555555555;44090.694444444445;44118.583333333336
1511;2018;10;25;42796.38888888889;42949.194444444445;44353.52777777778;44432.86111111111
1572;2018;10;26;42791.819444444445;42982.38888888889;44298.666666666664;44477.333333333336
1633;2018;10;27;41638.430555555555;41800.77777777778;43293.569444444445;43355.40277777778
1694;2018;10;28;41139.666666666664;41336.694444444445;42920.72222222222;43006.59722222222
1751;2018;10;29;43233.083333333336;43429.791666666664;44819.041666666664;44906.34722222222
1806;2018;10;30;43670.34722222222;43857.541666666664;45267.541666666664;45394.75
1846;2018;10;31;43972.77777777778;44197.88888888889;45485.041666666664;45667.916666666664
53;2018;11;01;43896.75;44133.63888888889;45416.291666666664;45619.02777777778
114;2018;11;02;43718.166666666664;43901.819444444445;45204.36111111111;45305.51388888889
175;2018;11;03;42127.88888888889;42413.5;43667.791666666664;43784.194444444445
236;2018;11;04;41402.47222222222;41640.625;42828.38888888889;43026.51388888889
297;2018;11;05;42082.194444444445;42187.84722222222;43614.22222222222;43590.51388888889
358;2018;11;06;43826.194444444445;43993.916666666664;45208.0;45196.40277777778
